year,event,noc,medal,iso_code,gdp_per_capita,population,host_noc,is_host,log_gdp_per_capita,log_population
1984,"Individual, Men",NOR,bronze,NOR,14989.4857665906,4140099.0,YUG,0,9.615104285410853,15.236230258559065
1984,"10 kilometres, Women",NOR,bronze,NOR,14989.4857665906,4140099.0,YUG,0,9.615104285410853,15.236230258559065
1984,"20 kilometres, Women",NOR,bronze,NOR,14989.4857665906,4140099.0,YUG,0,9.615104285410853,15.236230258559065
1984,"1,000 metres, Men",NOR,bronze,NOR,14989.4857665906,4140099.0,YUG,0,9.615104285410853,15.236230258559065
1984,"Sprint, Men",NOR,gold,NOR,14989.4857665906,4140099.0,YUG,0,9.615104285410853,15.236230258559065
1984,"Relay, Women",NOR,gold,NOR,14989.4857665906,4140099.0,YUG,0,9.615104285410853,15.236230258559065
1984,"Individual, Men",NOR,gold,NOR,14989.4857665906,4140099.0,YUG,0,9.615104285410853,15.236230258559065
1984,"Relay, Men",NOR,silver,NOR,14989.4857665906,4140099.0,YUG,0,9.615104285410853,15.236230258559065
1984,"5 kilometres, Women",NOR,silver,NOR,14989.4857665906,4140099.0,YUG,0,9.615104285410853,15.236230258559065
1984,"Four, Men",SUI,bronze,CHE,16991.2458841517,6441865.0,YUG,0,9.740453542416024,15.678328652428922
1984,"Giant Slalom, Men",SUI,gold,CHE,16991.2458841517,6441865.0,YUG,0,9.740453542416024,15.678328652428922
1984,"Downhill, Women",SUI,gold,CHE,16991.2458841517,6441865.0,YUG,0,9.740453542416024,15.678328652428922
1984,"Downhill, Men",SUI,silver,CHE,16991.2458841517,6441865.0,YUG,0,9.740453542416024,15.678328652428922
1984,"Downhill, Women",SUI,silver,CHE,16991.2458841517,6441865.0,YUG,0,9.740453542416024,15.678328652428922
1984,"30 kilometres, Men",SWE,bronze,SWE,13080.0302290066,8336605.0,YUG,0,9.47884193609465,15.93616661711715
1984,"Ice Hockey, Men",SWE,bronze,SWE,13080.0302290066,8336605.0,YUG,0,9.47884193609465,15.93616661711715
1984,"15 kilometres, Men",SWE,gold,SWE,13080.0302290066,8336605.0,YUG,0,9.47884193609465,15.93616661711715
1984,"50 kilometres, Men",SWE,gold,SWE,13080.0302290066,8336605.0,YUG,0,9.47884193609465,15.93616661711715
1984,"Relay, Men",SWE,gold,SWE,13080.0302290066,8336605.0,YUG,0,9.47884193609465,15.93616661711715
1984,"5,000 metres, Men",SWE,gold,SWE,13080.0302290066,8336605.0,YUG,0,9.47884193609465,15.93616661711715
1984,"50 kilometres, Men",SWE,silver,SWE,13080.0302290066,8336605.0,YUG,0,9.47884193609465,15.93616661711715
1984,"10,000 metres, Men",SWE,silver,SWE,13080.0302290066,8336605.0,YUG,0,9.47884193609465,15.93616661711715
1984,"Downhill, Women",TCH,bronze,CZE,,10330213.0,YUG,0,,16.150583460437936
1984,"5 kilometres, Women",TCH,bronze,CZE,,10330213.0,YUG,0,,16.150583460437936
1984,"Singles, Men",TCH,bronze,CZE,,10330213.0,YUG,0,,16.150583460437936
1984,"Large Hill, Individual, Men",TCH,bronze,CZE,,10330213.0,YUG,0,,16.150583460437936
1984,"Relay, Women",TCH,silver,CZE,,10330213.0,YUG,0,,16.150583460437936
1984,"Ice Hockey, Men",TCH,silver,CZE,,10330213.0,YUG,0,,16.150583460437936
1984,"Two, Men",URS,bronze,RUS,,142745000.0,YUG,0,,18.776570379617255
1984,"Singles, Women",URS,bronze,RUS,,142745000.0,YUG,0,,18.776570379617255
1984,"Pairs, Mixed",URS,bronze,RUS,,142745000.0,YUG,0,,18.776570379617255
1984,"Ice Dance, Mixed",URS,bronze,RUS,,142745000.0,YUG,0,,18.776570379617255
1984,"Singles, Men",URS,bronze,RUS,,142745000.0,YUG,0,,18.776570379617255
1984,"1,500 metres, Men",URS,bronze,RUS,,142745000.0,YUG,0,,18.776570379617255
1984,"500 metres, Women",URS,bronze,RUS,,142745000.0,YUG,0,,18.776570379617255
1984,"1,000 metres, Women",URS,bronze,RUS,,142745000.0,YUG,0,,18.776570379617255
1984,"1,500 metres, Women",URS,bronze,RUS,,142745000.0,YUG,0,,18.776570379617255
1984,"Relay, Men",URS,gold,RUS,,142745000.0,YUG,0,,18.776570379617255
1984,"30 kilometres, Men",URS,gold,RUS,,142745000.0,YUG,0,,18.776570379617255
1984,"Pairs, Mixed",URS,gold,RUS,,142745000.0,YUG,0,,18.776570379617255
1984,"Ice Hockey, Men",URS,gold,RUS,,142745000.0,YUG,0,,18.776570379617255
1984,"500 metres, Men",URS,gold,RUS,,142745000.0,YUG,0,,18.776570379617255
1984,"10,000 metres, Men",URS,gold,RUS,,142745000.0,YUG,0,,18.776570379617255
1984,"30 kilometres, Men",URS,silver,RUS,,142745000.0,YUG,0,,18.776570379617255
1984,"Relay, Men",URS,silver,RUS,,142745000.0,YUG,0,,18.776570379617255
1984,"10 kilometres, Women",URS,silver,RUS,,142745000.0,YUG,0,,18.776570379617255
1984,"20 kilometres, Women",URS,silver,RUS,,142745000.0,YUG,0,,18.776570379617255
1984,"Ice Dance, Mixed",URS,silver,RUS,,142745000.0,YUG,0,,18.776570379617255
1984,"Singles, Men",URS,silver,RUS,,142745000.0,YUG,0,,18.776570379617255
1984,"Doubles, Men",URS,silver,RUS,,142745000.0,YUG,0,,18.776570379617255
1984,"1,000 metres, Men",URS,silver,RUS,,142745000.0,YUG,0,,18.776570379617255
1984,"1,500 metres, Men",URS,silver,RUS,,142745000.0,YUG,0,,18.776570379617255
1984,"5,000 metres, Men",URS,silver,RUS,,142745000.0,YUG,0,,18.776570379617255
1984,"Downhill, Men",USA,gold,USA,17121.2254849995,235825000.0,YUG,0,9.748074229201588,19.27860056250019
1984,"Slalom, Men",USA,gold,USA,17121.2254849995,235825000.0,YUG,0,9.748074229201588,19.27860056250019
1984,"Giant Slalom, Women",USA,gold,USA,17121.2254849995,235825000.0,YUG,0,9.748074229201588,19.27860056250019
1984,"Singles, Men",USA,gold,USA,17121.2254849995,235825000.0,YUG,0,9.748074229201588,19.27860056250019
1984,"Slalom, Men",USA,silver,USA,17121.2254849995,235825000.0,YUG,0,9.748074229201588,19.27860056250019
1984,"Giant Slalom, Women",USA,silver,USA,17121.2254849995,235825000.0,YUG,0,9.748074229201588,19.27860056250019
1984,"Singles, Women",USA,silver,USA,17121.2254849995,235825000.0,YUG,0,9.748074229201588,19.27860056250019
1984,"Pairs, Mixed",USA,silver,USA,17121.2254849995,235825000.0,YUG,0,9.748074229201588,19.27860056250019
1984,"Giant Slalom, Men",YUG,silver,SRB,,7813549.0,YUG,1,,15.871369836013116
1988,"Team, Men",AUT,bronze,AUT,17509.7658683817,7585317.0,CAN,0,9.770514053881632,15.84172496290399
1988,"1,500 metres, Men",AUT,bronze,AUT,17509.7658683817,7585317.0,CAN,0,9.770514053881632,15.84172496290399
1988,"Combined, Men",AUT,gold,AUT,17509.7658683817,7585317.0,CAN,0,9.770514053881632,15.84172496290399
1988,"Super G, Women",AUT,gold,AUT,17509.7658683817,7585317.0,CAN,0,9.770514053881632,15.84172496290399
1988,"Combined, Women",AUT,gold,AUT,17509.7658683817,7585317.0,CAN,0,9.770514053881632,15.84172496290399
1988,"Super G, Men",AUT,silver,AUT,17509.7658683817,7585317.0,CAN,0,9.770514053881632,15.84172496290399
1988,"Giant Slalom, Men",AUT,silver,AUT,17509.7658683817,7585317.0,CAN,0,9.770514053881632,15.84172496290399
1988,"Combined, Men",AUT,silver,AUT,17509.7658683817,7585317.0,CAN,0,9.770514053881632,15.84172496290399
1988,"Individual, Men",AUT,silver,AUT,17509.7658683817,7585317.0,CAN,0,9.770514053881632,15.84172496290399
1988,"10,000 metres, Men",AUT,silver,AUT,17509.7658683817,7585317.0,CAN,0,9.770514053881632,15.84172496290399
1988,"Downhill, Women",CAN,bronze,CAN,19012.5723278349,26791747.0,CAN,1,9.852855740785683,17.10360445029424
1988,"Super G, Women",CAN,bronze,CAN,19012.5723278349,26791747.0,CAN,1,9.852855740785683,17.10360445029424
1988,"Ice Dance, Mixed",CAN,bronze,CAN,19012.5723278349,26791747.0,CAN,1,9.852855740785683,17.10360445029424
1988,"Singles, Men",CAN,silver,CAN,19012.5723278349,26791747.0,CAN,1,9.852855740785683,17.10360445029424
1988,"Singles, Women",CAN,silver,CAN,19012.5723278349,26791747.0,CAN,1,9.852855740785683,17.10360445029424
1988,"10 kilometres, Women",FIN,bronze,FIN,22043.7701596288,4946481.0,CAN,0,10.000785308512045,15.41418697263827
1988,"Relay, Women",FIN,bronze,FIN,22043.7701596288,4946481.0,CAN,0,10.000785308512045,15.41418697263827
1988,"5 kilometres, Women",FIN,gold,FIN,22043.7701596288,4946481.0,CAN,0,10.000785308512045,15.41418697263827
1988,"Normal Hill, Individual, Men",FIN,gold,FIN,22043.7701596288,4946481.0,CAN,0,10.000785308512045,15.41418697263827
1988,"Large Hill, Individual, Men",FIN,gold,FIN,22043.7701596288,4946481.0,CAN,0,10.000785308512045,15.41418697263827
1988,"Large Hill, Team, Men",FIN,gold,FIN,22043.7701596288,4946481.0,CAN,0,10.000785308512045,15.41418697263827
1988,"Ice Hockey, Men",FIN,silver,FIN,22043.7701596288,4946481.0,CAN,0,10.000785308512045,15.41418697263827
1988,"Downhill, Men",FRA,bronze,FRA,17549.6440487161,57598186.0,CAN,0,9.772788946563889,17.869001632114646
1988,"Super G, Men",FRA,gold,FRA,17549.6440487161,57598186.0,CAN,0,9.772788946563889,17.869001632114646
1988,"Slalom, Women",FRG,bronze,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"Doubles, Men",FRG,bronze,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"Downhill, Women",FRG,gold,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"Team, Men",FRG,gold,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"Slalom, Men",FRG,silver,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"Giant Slalom, Women",FRG,silver,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"Relay, Men",FRG,silver,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"Singles, Men",FRG,silver,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"Two, Men",GDR,bronze,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"Singles, Women",GDR,bronze,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"500 metres, Women",GDR,bronze,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"1,500 metres, Women",GDR,bronze,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"3,000 metres, Women",GDR,bronze,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"5,000 metres, Women",GDR,bronze,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"Sprint, Men",GDR,gold,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"Individual, Men",GDR,gold,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"Singles, Women",GDR,gold,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"Singles, Men",GDR,gold,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"Doubles, Men",GDR,gold,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"Singles, Women",GDR,gold,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"500 metres, Men",GDR,gold,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"1,500 metres, Men",GDR,gold,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"1,000 metres, Women",GDR,gold,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"Two, Men",GDR,silver,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"Four, Men",GDR,silver,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"Doubles, Men",GDR,silver,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"Singles, Women",GDR,silver,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"1,000 metres, Men",GDR,silver,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"500 metres, Women",GDR,silver,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"1,000 metres, Women",GDR,silver,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"1,500 metres, Women",GDR,silver,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"3,000 metres, Women",GDR,silver,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"5,000 metres, Women",GDR,silver,DEU,17996.9783507619,78144619.0,CAN,0,9.79795915338454,18.174071757694687
1988,"Individual, Men",ITA,bronze,ITA,15780.9495122174,56629288.0,CAN,0,9.666558764466505,17.852036865169698
1988,"Relay, Men",ITA,bronze,ITA,15780.9495122174,56629288.0,CAN,0,9.666558764466505,17.852036865169698
1988,"Giant Slalom, Men",ITA,gold,ITA,15780.9495122174,56629288.0,CAN,0,9.666558764466505,17.852036865169698
1988,"Slalom, Men",ITA,gold,ITA,15780.9495122174,56629288.0,CAN,0,9.666558764466505,17.852036865169698
1988,"50 kilometres, Men",ITA,silver,ITA,15780.9495122174,56629288.0,CAN,0,9.666558764466505,17.852036865169698
1988,"500 metres, Men",JPN,bronze,JPN,25499.8811728107,122578000.0,CAN,0,10.146429071245883,18.62425812001341
1988,"Slalom, Men",LIE,bronze,LIE,41568.5441182755,27948.0,CAN,0,10.635099009219998,10.23810091967234
1988,"5,000 metres, Men",NED,bronze,NLD,17770.6162376388,14760094.0,CAN,0,9.785301599086454,16.507437745680008
1988,"10,000 metres, Men",NED,bronze,NLD,17770.6162376388,14760094.0,CAN,0,9.785301599086454,16.507437745680008
1988,"1,500 metres, Women",NED,gold,NLD,17770.6162376388,14760094.0,CAN,0,9.785301599086454,16.507437745680008
1988,"3,000 metres, Women",NED,gold,NLD,17770.6162376388,14760094.0,CAN,0,9.785301599086454,16.507437745680008
1988,"5,000 metres, Women",NED,gold,NLD,17770.6162376388,14760094.0,CAN,0,9.785301599086454,16.507437745680008
1988,"500 metres, Men",NED,silver,NLD,17770.6162376388,14760094.0,CAN,0,9.785301599086454,16.507437745680008
1988,"5,000 metres, Men",NED,silver,NLD,17770.6162376388,14760094.0,CAN,0,9.785301599086454,16.507437745680008
1988,"30 kilometres, Men",NOR,bronze,NOR,24207.281468963,4209488.0,CAN,0,10.09440875403455,15.252851583060936
1988,"Large Hill, Team, Men",NOR,bronze,NOR,24207.281468963,4209488.0,CAN,0,10.09440875403455,15.252851583060936
1988,"15 kilometres, Men",NOR,silver,NOR,24207.281468963,4209488.0,CAN,0,10.09440875403455,15.252851583060936
1988,"Relay, Women",NOR,silver,NOR,24207.281468963,4209488.0,CAN,0,10.09440875403455,15.252851583060936
1988,"Large Hill, Individual, Men",NOR,silver,NOR,24207.281468963,4209488.0,CAN,0,10.09440875403455,15.252851583060936
1988,"Giant Slalom, Men",SUI,bronze,CHE,32690.4302734561,6593386.0,CAN,0,10.39483766186645,15.70157758332536
1988,"Combined, Men",SUI,bronze,CHE,32690.4302734561,6593386.0,CAN,0,10.39483766186645,15.70157758332536
1988,"Giant Slalom, Women",SUI,bronze,CHE,32690.4302734561,6593386.0,CAN,0,10.39483766186645,15.70157758332536
1988,"Combined, Women",SUI,bronze,CHE,32690.4302734561,6593386.0,CAN,0,10.39483766186645,15.70157758332536
1988,"50 kilometres, Men",SUI,bronze,CHE,32690.4302734561,6593386.0,CAN,0,10.39483766186645,15.70157758332536
1988,"Downhill, Men",SUI,gold,CHE,32690.4302734561,6593386.0,CAN,0,10.39483766186645,15.70157758332536
1988,"Giant Slalom, Women",SUI,gold,CHE,32690.4302734561,6593386.0,CAN,0,10.39483766186645,15.70157758332536
1988,"Slalom, Women",SUI,gold,CHE,32690.4302734561,6593386.0,CAN,0,10.39483766186645,15.70157758332536
1988,"Four, Men",SUI,gold,CHE,32690.4302734561,6593386.0,CAN,0,10.39483766186645,15.70157758332536
1988,"Individual, Men",SUI,gold,CHE,32690.4302734561,6593386.0,CAN,0,10.39483766186645,15.70157758332536
1988,"Downhill, Men",SUI,silver,CHE,32690.4302734561,6593386.0,CAN,0,10.39483766186645,15.70157758332536
1988,"Downhill, Women",SUI,silver,CHE,32690.4302734561,6593386.0,CAN,0,10.39483766186645,15.70157758332536
1988,"Super G, Women",SUI,silver,CHE,32690.4302734561,6593386.0,CAN,0,10.39483766186645,15.70157758332536
1988,"Combined, Women",SUI,silver,CHE,32690.4302734561,6593386.0,CAN,0,10.39483766186645,15.70157758332536
1988,"Team, Men",SUI,silver,CHE,32690.4302734561,6593386.0,CAN,0,10.39483766186645,15.70157758332536
1988,"Super G, Men",SWE,bronze,SWE,24499.1240758517,8436489.0,CAN,0,10.106392643887649,15.948076784761444
1988,"Ice Hockey, Men",SWE,bronze,SWE,24499.1240758517,8436489.0,CAN,0,10.106392643887649,15.948076784761444
1988,"50 kilometres, Men",SWE,gold,SWE,24499.1240758517,8436489.0,CAN,0,10.106392643887649,15.948076784761444
1988,"Relay, Men",SWE,gold,SWE,24499.1240758517,8436489.0,CAN,0,10.106392643887649,15.948076784761444
1988,"5,000 metres, Men",SWE,gold,SWE,24499.1240758517,8436489.0,CAN,0,10.106392643887649,15.948076784761444
1988,"10,000 metres, Men",SWE,gold,SWE,24499.1240758517,8436489.0,CAN,0,10.106392643887649,15.948076784761444
1988,"Relay, Men",TCH,bronze,CZE,,10355276.0,CAN,0,,16.153006706247055
1988,"Normal Hill, Individual, Men",TCH,bronze,CZE,,10355276.0,CAN,0,,16.153006706247055
1988,"Normal Hill, Individual, Men",TCH,silver,CZE,,10355276.0,CAN,0,,16.153006706247055
1988,"Sprint, Men",URS,bronze,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.80496988216095
1988,"Four, Men",URS,bronze,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.80496988216095
1988,"15 kilometres, Men",URS,bronze,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.80496988216095
1988,"5 kilometres, Women",URS,bronze,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.80496988216095
1988,"20 kilometres, Women",URS,bronze,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.80496988216095
1988,"Singles, Men",URS,bronze,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.80496988216095
1988,"Singles, Men",URS,bronze,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.80496988216095
1988,"Individual, Men",URS,bronze,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.80496988216095
1988,"1,000 metres, Men",URS,bronze,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.80496988216095
1988,"Relay, Men",URS,gold,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.80496988216095
1988,"Two, Men",URS,gold,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.80496988216095
1988,"15 kilometres, Men",URS,gold,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.80496988216095
1988,"30 kilometres, Men",URS,gold,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.80496988216095
1988,"10 kilometres, Women",URS,gold,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.80496988216095
1988,"20 kilometres, Women",URS,gold,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.80496988216095
1988,"Relay, Women",URS,gold,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.80496988216095
1988,"Pairs, Mixed",URS,gold,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.80496988216095
1988,"Ice Dance, Mixed",URS,gold,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.80496988216095
1988,"Ice Hockey, Men",URS,gold,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.80496988216095
1988,"1,000 metres, Men",URS,gold,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.80496988216095
1988,"Sprint, Men",URS,silver,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.80496988216095
1988,"Individual, Men",URS,silver,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.80496988216095
1988,"30 kilometres, Men",URS,silver,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.80496988216095
1988,"Relay, Men",URS,silver,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.80496988216095
1988,"5 kilometres, Women",URS,silver,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.80496988216095
1988,"10 kilometres, Women",URS,silver,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.80496988216095
1988,"20 kilometres, Women",URS,silver,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.80496988216095
1988,"Pairs, Mixed",URS,silver,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.80496988216095
1988,"Ice Dance, Mixed",URS,silver,RUS,3778.01977539063,146857000.0,CAN,0,8.236955282402079,18.80496988216095
1988,"Singles, Women",USA,bronze,USA,21417.0119305191,244499000.0,CAN,0,9.971940835228784,19.31472177689129
1988,"Pairs, Mixed",USA,bronze,USA,21417.0119305191,244499000.0,CAN,0,9.971940835228784,19.31472177689129
1988,"1,000 metres, Women",USA,bronze,USA,21417.0119305191,244499000.0,CAN,0,9.971940835228784,19.31472177689129
1988,"Singles, Men",USA,gold,USA,21417.0119305191,244499000.0,CAN,0,9.971940835228784,19.31472177689129
1988,"500 metres, Women",USA,gold,USA,21417.0119305191,244499000.0,CAN,0,9.971940835228784,19.31472177689129
1988,"1,500 metres, Men",USA,silver,USA,21417.0119305191,244499000.0,CAN,0,9.971940835228784,19.31472177689129
1988,"Large Hill, Individual, Men",YUG,bronze,SRB,,7884218.0,CAN,0,,15.880373597811078
1988,"Slalom, Women",YUG,silver,SRB,,7884218.0,CAN,0,,15.880373597811078
1988,"Large Hill, Team, Men",YUG,silver,SRB,,7884218.0,CAN,0,,15.880373597811078
1992,"Downhill, Men",AUT,bronze,AUT,24782.7118767063,7840709.0,FRA,0,10.11790158731896,15.874839821911182
1992,"Slalom, Men",AUT,bronze,AUT,24782.7118767063,7840709.0,FRA,0,10.11790158731896,15.874839821911182
1992,"Downhill, Women",AUT,bronze,AUT,24782.7118767063,7840709.0,FRA,0,10.11790158731896,15.874839821911182
1992,"Singles, Men",AUT,bronze,AUT,24782.7118767063,7840709.0,FRA,0,10.11790158731896,15.874839821911182
1992,"Team, Men",AUT,bronze,AUT,24782.7118767063,7840709.0,FRA,0,10.11790158731896,15.874839821911182
1992,"Individual, Men",AUT,bronze,AUT,24782.7118767063,7840709.0,FRA,0,10.11790158731896,15.874839821911182
1992,"Large Hill, Individual, Men",AUT,bronze,AUT,24782.7118767063,7840709.0,FRA,0,10.11790158731896,15.874839821911182
1992,"3,000 metres, Women",AUT,bronze,AUT,24782.7118767063,7840709.0,FRA,0,10.11790158731896,15.874839821911182
1992,"Downhill, Men",AUT,gold,AUT,24782.7118767063,7840709.0,FRA,0,10.11790158731896,15.874839821911182
1992,"Slalom, Women",AUT,gold,AUT,24782.7118767063,7840709.0,FRA,0,10.11790158731896,15.874839821911182
1992,"Combined, Women",AUT,gold,AUT,24782.7118767063,7840709.0,FRA,0,10.11790158731896,15.874839821911182
1992,"Four, Men",AUT,gold,AUT,24782.7118767063,7840709.0,FRA,0,10.11790158731896,15.874839821911182
1992,"Singles, Women",AUT,gold,AUT,24782.7118767063,7840709.0,FRA,0,10.11790158731896,15.874839821911182
1992,"Normal Hill, Individual, Men",AUT,gold,AUT,24782.7118767063,7840709.0,FRA,0,10.11790158731896,15.874839821911182
1992,"Combined, Women",AUT,silver,AUT,24782.7118767063,7840709.0,FRA,0,10.11790158731896,15.874839821911182
1992,"Singles, Men",AUT,silver,AUT,24782.7118767063,7840709.0,FRA,0,10.11790158731896,15.874839821911182
1992,"Singles, Women",AUT,silver,AUT,24782.7118767063,7840709.0,FRA,0,10.11790158731896,15.874839821911182
1992,"Normal Hill, Individual, Men",AUT,silver,AUT,24782.7118767063,7840709.0,FRA,0,10.11790158731896,15.874839821911182
1992,"Large Hill, Individual, Men",AUT,silver,AUT,24782.7118767063,7840709.0,FRA,0,10.11790158731896,15.874839821911182
1992,"Large Hill, Team, Men",AUT,silver,AUT,24782.7118767063,7840709.0,FRA,0,10.11790158731896,15.874839821911182
1992,"Giant Slalom, Women",AUT,silver,AUT,24782.7118767063,7840709.0,FRA,0,10.11790158731896,15.874839821911182
1992,"Individual, Women",CAN,bronze,CAN,20950.3305287651,28371264.0,FRA,0,9.949909702255187,17.16088735989898
1992,"Pairs, Mixed",CAN,bronze,CAN,20950.3305287651,28371264.0,FRA,0,9.949909702255187,17.16088735989898
1992,"Downhill, Women",CAN,gold,CAN,20950.3305287651,28371264.0,FRA,0,9.949909702255187,17.16088735989898
1992,"Relay, Women",CAN,gold,CAN,20950.3305287651,28371264.0,FRA,0,9.949909702255187,17.16088735989898
1992,"Ice Hockey, Men",CAN,silver,CAN,20950.3305287651,28371264.0,FRA,0,9.949909702255187,17.16088735989898
1992,"1,000 metres, Men",CAN,silver,CAN,20950.3305287651,28371264.0,FRA,0,9.949909702255187,17.16088735989898
1992,"Relay, Men",CAN,silver,CAN,20950.3305287651,28371264.0,FRA,0,9.949909702255187,17.16088735989898
1992,"500 metres, Women",CHN,silver,CHN,367.822651903542,1164970000.0,FRA,0,5.907600897830996,20.87596117255955
1992,"500 metres, Women",CHN,silver,CHN,367.822651903542,1164970000.0,FRA,0,5.907600897830996,20.87596117255955
1992,"1,000 metres, Women",CHN,silver,CHN,367.822651903542,1164970000.0,FRA,0,5.907600897830996,20.87596117255955
1992,"Slalom, Women",ESP,bronze,ESP,16100.6799428032,39157685.0,FRA,0,9.686616782553036,17.483107257433787
1992,"Sprint, Women",EUN,bronze,RUS,3098.802734375,148538197.0,FRA,0,8.038771101155383,18.81635270198715
1992,"Relay, Women",EUN,bronze,RUS,3098.802734375,148538197.0,FRA,0,8.038771101155383,18.81635270198715
1992,"5 kilometres, Women",EUN,bronze,RUS,3098.802734375,148538197.0,FRA,0,8.038771101155383,18.81635270198715
1992,"15 kilometres, Women",EUN,bronze,RUS,3098.802734375,148538197.0,FRA,0,8.038771101155383,18.81635270198715
1992,"30 kilometres, Women",EUN,bronze,RUS,3098.802734375,148538197.0,FRA,0,8.038771101155383,18.81635270198715
1992,"Skiathlon, Women",EUN,bronze,RUS,3098.802734375,148538197.0,FRA,0,8.038771101155383,18.81635270198715
1992,"Ice Dance, Mixed",EUN,bronze,RUS,3098.802734375,148538197.0,FRA,0,8.038771101155383,18.81635270198715
1992,"Relay, Women",EUN,bronze,RUS,3098.802734375,148538197.0,FRA,0,8.038771101155383,18.81635270198715
1992,"Individual, Men",EUN,gold,RUS,3098.802734375,148538197.0,FRA,0,8.038771101155383,18.81635270198715
1992,"Sprint, Women",EUN,gold,RUS,3098.802734375,148538197.0,FRA,0,8.038771101155383,18.81635270198715
