year,event,noc,medal,iso_code,gdp_per_capita,population,host_noc,is_host,log_gdp_per_capita,log_population
2006,"Two, Men",CAN,silver,CAN,40504.0370977806,32571193.0,ITA,0,10.609156929553448,17.298938805381106
2006,"Team Sprint, Women",CAN,silver,CAN,40504.0370977806,32571193.0,ITA,0,10.609156929553448,17.298938805381106
2006,"500 metres, Men",CAN,silver,CAN,40504.0370977806,32571193.0,ITA,0,10.609156929553448,17.298938805381106
2006,"Relay, Men",CAN,silver,CAN,40504.0370977806,32571193.0,ITA,0,10.609156929553448,17.298938805381106
2006,"Relay, Women",CAN,silver,CAN,40504.0370977806,32571193.0,ITA,0,10.609156929553448,17.298938805381106
2006,"Skeleton, Men",CAN,silver,CAN,40504.0370977806,32571193.0,ITA,0,10.609156929553448,17.298938805381106
2006,"Team Pursuit (8 laps), Men",CAN,silver,CAN,40504.0370977806,32571193.0,ITA,0,10.609156929553448,17.298938805381106
2006,"1,000 metres, Women",CAN,silver,CAN,40504.0370977806,32571193.0,ITA,0,10.609156929553448,17.298938805381106
2006,"1,500 metres, Women",CAN,silver,CAN,40504.0370977806,32571193.0,ITA,0,10.609156929553448,17.298938805381106
2006,"Team Pursuit (6 laps), Women",CAN,silver,CAN,40504.0370977806,32571193.0,ITA,0,10.609156929553448,17.298938805381106
2006,"Pairs, Mixed",CHN,bronze,CHN,2129.25696999613,1311020000.0,ITA,0,7.663528357467109,20.99407129714174
2006,"1,500 metres, Men",CHN,bronze,CHN,2129.25696999613,1311020000.0,ITA,0,7.663528357467109,20.99407129714174
2006,"1,000 metres, Women",CHN,bronze,CHN,2129.25696999613,1311020000.0,ITA,0,7.663528357467109,20.99407129714174
2006,"1,500 metres, Women",CHN,bronze,CHN,2129.25696999613,1311020000.0,ITA,0,7.663528357467109,20.99407129714174
2006,"500 metres, Women",CHN,bronze,CHN,2129.25696999613,1311020000.0,ITA,0,7.663528357467109,20.99407129714174
2006,"Aerials, Men",CHN,gold,CHN,2129.25696999613,1311020000.0,ITA,0,7.663528357467109,20.99407129714174
2006,"500 metres, Women",CHN,gold,CHN,2129.25696999613,1311020000.0,ITA,0,7.663528357467109,20.99407129714174
2006,"Pairs, Mixed",CHN,silver,CHN,2129.25696999613,1311020000.0,ITA,0,7.663528357467109,20.99407129714174
2006,"Aerials, Women",CHN,silver,CHN,2129.25696999613,1311020000.0,ITA,0,7.663528357467109,20.99407129714174
2006,"1,000 metres, Women",CHN,silver,CHN,2129.25696999613,1311020000.0,ITA,0,7.663528357467109,20.99407129714174
2006,"500 metres, Women",CHN,silver,CHN,2129.25696999613,1311020000.0,ITA,0,7.663528357467109,20.99407129714174
2006,"Combined, Women",CRO,gold,HRV,11501.2099669894,4311159.0,ITA,0,9.3502075233375,15.27671733544301
2006,"Combined, Men",CRO,silver,HRV,11501.2099669894,4311159.0,ITA,0,9.3502075233375,15.27671733544301
2006,"Super G, Women",CRO,silver,HRV,11501.2099669894,4311159.0,ITA,0,9.3502075233375,15.27671733544301
2006,"Ice Hockey, Men",CZE,bronze,CZE,15259.0788162004,10238905.0,ITA,0,9.6329299371055,16.14170523826408
2006,"30 kilometres, Women",CZE,gold,CZE,15259.0788162004,10238905.0,ITA,0,9.6329299371055,16.14170523826408
2006,"15 kilometres, Men",CZE,silver,CZE,15259.0788162004,10238905.0,ITA,0,9.6329299371055,16.14170523826408
2006,"Skiathlon, Women",CZE,silver,CZE,15259.0788162004,10238905.0,ITA,0,9.6329299371055,16.14170523826408
2006,"15 kilometres, Men",EST,gold,EST,12641.4800976473,1346810.0,ITA,0,9.444738757178463,14.113249391248916
2006,"10 kilometres, Women",EST,gold,EST,12641.4800976473,1346810.0,ITA,0,9.444738757178463,14.113249391248916
2006,"Skiathlon, Women",EST,gold,EST,12641.4800976473,1346810.0,ITA,0,9.444738757178463,14.113249391248916
2006,"Team Sprint, Women",FIN,bronze,FIN,41214.0187765069,5266268.0,ITA,0,10.62653373902748,15.476832510261453
2006,"Team, Men",FIN,bronze,FIN,41214.0187765069,5266268.0,ITA,0,10.62653373902748,15.476832510261453
2006,"Halfpipe, Men",FIN,bronze,FIN,41214.0187765069,5266268.0,ITA,0,10.62653373902748,15.476832510261453
2006,"Giant Slalom, Women",FIN,silver,FIN,41214.0187765069,5266268.0,ITA,0,10.62653373902748,15.476832510261453
2006,"Team, Men",FIN,silver,FIN,41214.0187765069,5266268.0,ITA,0,10.62653373902748,15.476832510261453
2006,"Moguls, Men",FIN,silver,FIN,41214.0187765069,5266268.0,ITA,0,10.62653373902748,15.476832510261453
2006,"Ice Hockey, Men",FIN,silver,FIN,41214.0187765069,5266268.0,ITA,0,10.62653373902748,15.476832510261453
2006,"Normal Hill, Individual, Men",FIN,silver,FIN,41214.0187765069,5266268.0,ITA,0,10.62653373902748,15.476832510261453
2006,"Large Hill, Team, Men",FIN,silver,FIN,41214.0187765069,5266268.0,ITA,0,10.62653373902748,15.476832510261453
2006,"Relay, Men",FRA,bronze,FRA,36431.5658906555,63622342.0,ITA,0,10.503190872626895,17.968475255930883
2006,"Relay, Women",FRA,bronze,FRA,36431.5658906555,63622342.0,ITA,0,10.503190872626895,17.968475255930883
2006,"Moguls, Women",FRA,bronze,FRA,36431.5658906555,63622342.0,ITA,0,10.503190872626895,17.968475255930883
2006,"Cross, Men",FRA,bronze,FRA,36431.5658906555,63622342.0,ITA,0,10.503190872626895,17.968475255930883
2006,"Downhill, Men",FRA,gold,FRA,36431.5658906555,63622342.0,ITA,0,10.503190872626895,17.968475255930883
2006,"Pursuit, Men",FRA,gold,FRA,36431.5658906555,63622342.0,ITA,0,10.503190872626895,17.968475255930883
2006,"Sprint, Women",FRA,gold,FRA,36431.5658906555,63622342.0,ITA,0,10.503190872626895,17.968475255930883
2006,"Giant Slalom, Men",FRA,silver,FRA,36431.5658906555,63622342.0,ITA,0,10.503190872626895,17.968475255930883
2006,"Sprint, Men",FRA,silver,FRA,36431.5658906555,63622342.0,ITA,0,10.503190872626895,17.968475255930883
2006,"Skeleton, Women",GBR,silver,GBR,44695.161023424,60846820.0,ITA,0,10.707620520232188,17.923870116377337
2006,"Pursuit, Men",GER,bronze,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Mass Start, Women",GER,bronze,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"15 kilometres, Men",GER,bronze,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Singles, Women",GER,bronze,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Sprint, Men",GER,bronze,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"1,000 metres, Women",GER,bronze,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Sprint, Men",GER,gold,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Mass Start, Men",GER,gold,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Individual, Men",GER,gold,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Relay, Men",GER,gold,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Pursuit, Women",GER,gold,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Two, Men",GER,gold,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Four, Men",GER,gold,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Two, Women",GER,gold,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Singles, Women",GER,gold,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Individual, Men",GER,gold,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Team Pursuit (6 laps), Women",GER,gold,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Pursuit, Women",GER,silver,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Mass Start, Women",GER,silver,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Individual, Women",GER,silver,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Relay, Women",GER,silver,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Relay, Men",GER,silver,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Sprint, Women",GER,silver,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Relay, Women",GER,silver,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Doubles, Men",GER,silver,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Singles, Women",GER,silver,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Team, Men",GER,silver,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Parallel Giant Slalom, Women",GER,silver,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"5,000 metres, Women",GER,silver,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Two, Women",ITA,bronze,ITA,33537.1286994269,58399861.0,ITA,1,10.420408423466538,17.882824067658635
2006,"Skiathlon, Men",ITA,bronze,ITA,33537.1286994269,58399861.0,ITA,1,10.420408423466538,17.882824067658635
2006,"Relay, Women",ITA,bronze,ITA,33537.1286994269,58399861.0,ITA,1,10.420408423466538,17.882824067658635
2006,"Doubles, Men",ITA,bronze,ITA,33537.1286994269,58399861.0,ITA,1,10.420408423466538,17.882824067658635
2006,"Relay, Women",ITA,bronze,ITA,33537.1286994269,58399861.0,ITA,1,10.420408423466538,17.882824067658635
2006,"5,000 metres, Men",ITA,bronze,ITA,33537.1286994269,58399861.0,ITA,1,10.420408423466538,17.882824067658635
2006,"50 kilometres, Men",ITA,gold,ITA,33537.1286994269,58399861.0,ITA,1,10.420408423466538,17.882824067658635
2006,"Relay, Men",ITA,gold,ITA,33537.1286994269,58399861.0,ITA,1,10.420408423466538,17.882824067658635
2006,"Singles, Men",ITA,gold,ITA,33537.1286994269,58399861.0,ITA,1,10.420408423466538,17.882824067658635
2006,"1,500 metres, Men",ITA,gold,ITA,33537.1286994269,58399861.0,ITA,1,10.420408423466538,17.882824067658635
2006,"Team Pursuit (8 laps), Men",ITA,gold,ITA,33537.1286994269,58399861.0,ITA,1,10.420408423466538,17.882824067658635
2006,"Singles, Women",JPN,gold,JPN,35991.546002862,127854000.0,ITA,0,10.491039356606768,18.66639954587611
2006,"500 metres, Men",KOR,bronze,KOR,22609.7059431449,48438292.0,ITA,0,10.026134559576867,17.695801215911906
2006,"500 metres, Men",KOR,bronze,KOR,22609.7059431449,48438292.0,ITA,0,10.026134559576867,17.695801215911906
2006,"1,000 metres, Men",KOR,gold,KOR,22609.7059431449,48438292.0,ITA,0,10.026134559576867,17.695801215911906
2006,"1,500 metres, Men",KOR,gold,KOR,22609.7059431449,48438292.0,ITA,0,10.026134559576867,17.695801215911906
2006,"Relay, Men",KOR,gold,KOR,22609.7059431449,48438292.0,ITA,0,10.026134559576867,17.695801215911906
2006,"1,000 metres, Women",KOR,gold,KOR,22609.7059431449,48438292.0,ITA,0,10.026134559576867,17.695801215911906
2006,"1,500 metres, Women",KOR,gold,KOR,22609.7059431449,48438292.0,ITA,0,10.026134559576867,17.695801215911906
2006,"Relay, Women",KOR,gold,KOR,22609.7059431449,48438292.0,ITA,0,10.026134559576867,17.695801215911906
2006,"1,000 metres, Men",KOR,silver,KOR,22609.7059431449,48438292.0,ITA,0,10.026134559576867,17.695801215911906
2006,"1,500 metres, Men",KOR,silver,KOR,22609.7059431449,48438292.0,ITA,0,10.026134559576867,17.695801215911906
2006,"1,500 metres, Women",KOR,silver,KOR,22609.7059431449,48438292.0,ITA,0,10.026134559576867,17.695801215911906
2006,"Singles, Men",LAT,bronze,LVA,9211.7374468148,2218357.0,ITA,0,9.12823375932021,14.6122773897565
2006,"1,000 metres, Men",NED,bronze,NLD,45123.5432406426,16346101.0,ITA,0,10.71715941235824,16.609499955920807
2006,"10,000 metres, Men",NED,bronze,NLD,45123.5432406426,16346101.0,ITA,0,10.71715941235824,16.609499955920807
2006,"Team Pursuit (8 laps), Men",NED,bronze,NLD,45123.5432406426,16346101.0,ITA,0,10.71715941235824,16.609499955920807
2006,"1,500 metres, Women",NED,bronze,NLD,45123.5432406426,16346101.0,ITA,0,10.71715941235824,16.609499955920807
2006,"10,000 metres, Men",NED,gold,NLD,45123.5432406426,16346101.0,ITA,0,10.71715941235824,16.609499955920807
2006,"1,000 metres, Women",NED,gold,NLD,45123.5432406426,16346101.0,ITA,0,10.71715941235824,16.609499955920807
2006,"3,000 metres, Women",NED,gold,NLD,45123.5432406426,16346101.0,ITA,0,10.71715941235824,16.609499955920807
2006,"5,000 metres, Men",NED,silver,NLD,45123.5432406426,16346101.0,ITA,0,10.71715941235824,16.609499955920807
2006,"3,000 metres, Women",NED,silver,NLD,45123.5432406426,16346101.0,ITA,0,10.71715941235824,16.609499955920807
2006,"Sprint, Men",NOR,bronze,NOR,74434.4996835671,4660677.0,ITA,0,11.217674818767335,15.354671274519818
2006,"Mass Start, Men",NOR,bronze,NOR,74434.4996835671,4660677.0,ITA,0,11.217674818767335,15.354671274519818
2006,"Individual, Men",NOR,bronze,NOR,74434.4996835671,4660677.0,ITA,0,11.217674818767335,15.354671274519818
2006,"10 kilometres, Women",NOR,bronze,NOR,74434.4996835671,4660677.0,ITA,0,11.217674818767335,15.354671274519818
2006,"Individual, Men",NOR,bronze,NOR,74434.4996835671,4660677.0,ITA,0,11.217674818767335,15.354671274519818
2006,"Normal Hill, Individual, Men",NOR,bronze,NOR,74434.4996835671,4660677.0,ITA,0,11.217674818767335,15.354671274519818
2006,"Large Hill, Individual, Men",NOR,bronze,NOR,74434.4996835671,4660677.0,ITA,0,11.217674818767335,15.354671274519818
2006,"Large Hill, Team, Men",NOR,bronze,NOR,74434.4996835671,4660677.0,ITA,0,11.217674818767335,15.354671274519818
2006,"Halfpipe, Women",NOR,bronze,NOR,74434.4996835671,4660677.0,ITA,0,11.217674818767335,15.354671274519818
2006,"Super G, Men",NOR,gold,NOR,74434.4996835671,4660677.0,ITA,0,11.217674818767335,15.354671274519818
2006,"Normal Hill, Individual, Men",NOR,gold,NOR,74434.4996835671,4660677.0,ITA,0,11.217674818767335,15.354671274519818
2006,"Sprint, Men",NOR,silver,NOR,74434.4996835671,4660677.0,ITA,0,11.217674818767335,15.354671274519818
2006,"Pursuit, Men",NOR,silver,NOR,74434.4996835671,4660677.0,ITA,0,11.217674818767335,15.354671274519818
2006,"Individual, Men",NOR,silver,NOR,74434.4996835671,4660677.0,ITA,0,11.217674818767335,15.354671274519818
2006,"Skiathlon, Men",NOR,silver,NOR,74434.4996835671,4660677.0,ITA,0,11.217674818767335,15.354671274519818
2006,"Team Sprint, Men",NOR,silver,NOR,74434.4996835671,4660677.0,ITA,0,11.217674818767335,15.354671274519818
2006,"10 kilometres, Women",NOR,silver,NOR,74434.4996835671,4660677.0,ITA,0,11.217674818767335,15.354671274519818
2006,"Moguls, Women",NOR,silver,NOR,74434.4996835671,4660677.0,ITA,0,11.217674818767335,15.354671274519818
2006,"Sprint, Men",NOR,silver,NOR,74434.4996835671,4660677.0,ITA,0,11.217674818767335,15.354671274519818
2006,"30 kilometres, Women",POL,bronze,POL,9068.85528307627,38141267.0,ITA,0,9.1126013260015,17.45680737730162
2006,"Mass Start, Men",POL,silver,POL,9068.85528307627,38141267.0,ITA,0,9.1126013260015,17.45680737730162
2006,"Pursuit, Women",RUS,bronze,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"Individual, Women",RUS,bronze,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"Team Sprint, Men",RUS,bronze,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"Sprint, Women",RUS,bronze,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"Skiathlon, Women",RUS,bronze,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"Singles, Women",RUS,bronze,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"Aerials, Men",RUS,bronze,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"Team Pursuit (6 laps), Women",RUS,bronze,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"Individual, Women",RUS,gold,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"Relay, Women",RUS,gold,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"Skiathlon, Men",RUS,gold,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"Relay, Women",RUS,gold,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"Singles, Men",RUS,gold,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"Pairs, Mixed",RUS,gold,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"Ice Dance, Mixed",RUS,gold,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"500 metres, Women",RUS,gold,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"Relay, Men",RUS,silver,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"Four, Men",RUS,silver,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"50 kilometres, Men",RUS,silver,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"30 kilometres, Women",RUS,silver,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"Singles, Men",RUS,silver,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"500 metres, Men",RUS,silver,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"Downhill, Men",SUI,bronze,CHE,59011.0324592016,7483934.0,ITA,0,10.985479696241176,15.828269147523764
2006,"Super G, Men",SUI,bronze,CHE,59011.0324592016,7483934.0,ITA,0,10.985479696241176,15.828269147523764
2006,"Two, Men",SUI,bronze,CHE,59011.0324592016,7483934.0,ITA,0,10.985479696241176,15.828269147523764
2006,"Four, Men",SUI,bronze,CHE,59011.0324592016,7483934.0,ITA,0,10.985479696241176,15.828269147523764
2006,"Skeleton, Men",SUI,bronze,CHE,59011.0324592016,7483934.0,ITA,0,10.985479696241176,15.828269147523764
2006,"Aerials, Women",SUI,gold,CHE,59011.0324592016,7483934.0,ITA,0,10.985479696241176,15.828269147523764
2006,"Skeleton, Women",SUI,gold,CHE,59011.0324592016,7483934.0,ITA,0,10.985479696241176,15.828269147523764
2006,"Parallel Giant Slalom, Men",SUI,gold,CHE,59011.0324592016,7483934.0,ITA,0,10.985479696241176,15.828269147523764
2006,"Parallel Giant Slalom, Women",SUI,gold,CHE,59011.0324592016,7483934.0,ITA,0,10.985479696241176,15.828269147523764
2006,"Cross, Women",SUI,gold,CHE,59011.0324592016,7483934.0,ITA,0,10.985479696241176,15.828269147523764
2006,"Downhill, Women",SUI,silver,CHE,59011.0324592016,7483934.0,ITA,0,10.985479696241176,15.828269147523764
2006,"Team, Women",SUI,silver,CHE,59011.0324592016,7483934.0,ITA,0,10.985479696241176,15.828269147523764
2006,"Singles, Men",SUI,silver,CHE,59011.0324592016,7483934.0,ITA,0,10.985479696241176,15.828269147523764
2006,"Parallel Giant Slalom, Men",SUI,silver,CHE,59011.0324592016,7483934.0,ITA,0,10.985479696241176,15.828269147523764
2006,"Cross, Men",SVK,silver,SVK,13167.8954730379,5373054.0,ITA,0,9.485536984932573,15.496907019911712
2006,"Downhill, Women",SWE,bronze,SWE,46531.3762240485,9080505.0,ITA,0,10.747882121535374,16.02164036577101
2006,"Giant Slalom, Women",SWE,bronze,SWE,46531.3762240485,9080505.0,ITA,0,10.747882121535374,16.02164036577101
2006,"Combined, Women",SWE,bronze,SWE,46531.3762240485,9080505.0,ITA,0,10.747882121535374,16.02164036577101
2006,"Sprint, Men",SWE,bronze,SWE,46531.3762240485,9080505.0,ITA,0,10.747882121535374,16.02164036577101
2006,"Relay, Men",SWE,bronze,SWE,46531.3762240485,9080505.0,ITA,0,10.747882121535374,16.02164036577101
2006,"Slalom, Women",SWE,gold,SWE,46531.3762240485,9080505.0,ITA,0,10.747882121535374,16.02164036577101
2006,"Mass Start, Women",SWE,gold,SWE,46531.3762240485,9080505.0,ITA,0,10.747882121535374,16.02164036577101
2006,"Sprint, Men",SWE,gold,SWE,46531.3762240485,9080505.0,ITA,0,10.747882121535374,16.02164036577101
2006,"Team Sprint, Men",SWE,gold,SWE,46531.3762240485,9080505.0,ITA,0,10.747882121535374,16.02164036577101
2006,"Team Sprint, Women",SWE,gold,SWE,46531.3762240485,9080505.0,ITA,0,10.747882121535374,16.02164036577101
2006,"Team, Women",SWE,gold,SWE,46531.3762240485,9080505.0,ITA,0,10.747882121535374,16.02164036577101
2006,"Ice Hockey, Men",SWE,gold,SWE,46531.3762240485,9080505.0,ITA,0,10.747882121535374,16.02164036577101
2006,"Sprint, Women",SWE,silver,SWE,46531.3762240485,9080505.0,ITA,0,10.747882121535374,16.02164036577101
2006,"Ice Hockey, Women",SWE,silver,SWE,46531.3762240485,9080505.0,ITA,0,10.747882121535374,16.02164036577101
2006,"Sprint, Women",UKR,bronze,UKR,2366.494140625,47278694.0,ITA,0,7.76916487337662,17.67157030800717
2006,"Ice Dance, Mixed",UKR,bronze,UKR,2366.494140625,47278694.0,ITA,0,7.76916487337662,17.67157030800717
2006,"Team, Men",USA,bronze,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691436,19.513878104993
2006,"Moguls, Men",USA,bronze,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691436,19.513878104993
2006,"Ice Hockey, Women",USA,bronze,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691436,19.513878104993
2006,"1,000 metres, Men",USA,bronze,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691436,19.513878104993
2006,"Relay, Men",USA,bronze,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691436,19.513878104993
2006,"Parallel Giant Slalom, Women",USA,bronze,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691436,19.513878104993
2006,"1,500 metres, Men",USA,bronze,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691436,19.513878104993
2006,"Combined, Men",USA,gold,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691436,19.513878104993
2006,"Giant Slalom, Women",USA,gold,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691436,19.513878104993
2006,"500 metres, Men",USA,gold,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691436,19.513878104993
2006,"Halfpipe, Men",USA,gold,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691436,19.513878104993
2006,"Cross, Men",USA,gold,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691436,19.513878104993
2006,"Halfpipe, Women",USA,gold,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691436,19.513878104993
2006,"500 metres, Men",USA,gold,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691436,19.513878104993
2006,"1,000 metres, Men",USA,gold,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691436,19.513878104993
2006,"5,000 metres, Men",USA,gold,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691436,19.513878104993
2006,"Two, Women",USA,silver,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691436,19.513878104993
2006,"Singles, Women",USA,silver,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691436,19.513878104993
2006,"Ice Dance, Mixed",USA,silver,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691436,19.513878104993
2006,"Halfpipe, Men",USA,silver,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691436,19.513878104993
2006,"Halfpipe, Women",USA,silver,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691436,19.513878104993
2006,"Cross, Women",USA,silver,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691436,19.513878104993
2006,"1,000 metres, Men",USA,silver,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691436,19.513878104993
2006,"1,500 metres, Men",USA,silver,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691436,19.513878104993
2006,"10,000 metres, Men",USA,silver,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691436,19.513878104993
2010,"Aerials, Women",AUS,gold,AUS,52313.8939041213,22031750.0,CAN,0,10.86501727259481,16.907995152754747
2010,"Halfpipe, Women",AUS,gold,AUS,52313.8939041213,22031750.0,CAN,0,10.86501727259481,16.907995152754747
2010,"Moguls, Men",AUS,silver,AUS,52313.8939041213,22031750.0,CAN,0,10.86501727259481,16.907995152754747
2010,"Downhill, Women",AUT,bronze,AUT,46611.1393420232,8363404.0,CAN,0,10.749594833222146,15.939376079220304
2010,"Giant Slalom, Women",AUT,bronze,AUT,46611.1393420232,8363404.0,CAN,0,10.749594833222146,15.939376079220304
2010,"Mass Start, Men",AUT,bronze,AUT,46611.1393420232,8363404.0,CAN,0,10.749594833222146,15.939376079220304
2010,"Sprint, Men",AUT,bronze,AUT,46611.1393420232,8363404.0,CAN,0,10.749594833222146,15.939376079220304
2010,"Normal Hill, Individual, Men",AUT,bronze,AUT,46611.1393420232,8363404.0,CAN,0,10.749594833222146,15.939376079220304
2010,"Large Hill, Individual, Men",AUT,bronze,AUT,46611.1393420232,8363404.0,CAN,0,10.749594833222146,15.939376079220304
2010,"Parallel Giant Slalom, Women",AUT,bronze,AUT,46611.1393420232,8363404.0,CAN,0,10.749594833222146,15.939376079220304
2010,"Super G, Women",AUT,gold,AUT,46611.1393420232,8363404.0,CAN,0,10.749594833222146,15.939376079220304
2010,"Doubles, Men",AUT,gold,AUT,46611.1393420232,8363404.0,CAN,0,10.749594833222146,15.939376079220304
2010,"Team, Men",AUT,gold,AUT,46611.1393420232,8363404.0,CAN,0,10.749594833222146,15.939376079220304
2010,"Large Hill, Team, Men",AUT,gold,AUT,46611.1393420232,8363404.0,CAN,0,10.749594833222146,15.939376079220304
2010,"Slalom, Women",AUT,silver,AUT,46611.1393420232,8363404.0,CAN,0,10.749594833222146,15.939376079220304
2010,"Pursuit, Men",AUT,silver,AUT,46611.1393420232,8363404.0,CAN,0,10.749594833222146,15.939376079220304
2010,"Relay, Men",AUT,silver,AUT,46611.1393420232,8363404.0,CAN,0,10.749594833222146,15.939376079220304
2010,"Ski Cross, Men",AUT,silver,AUT,46611.1393420232,8363404.0,CAN,0,10.749594833222146,15.939376079220304
2010,"Singles, Women",AUT,silver,AUT,46611.1393420232,8363404.0,CAN,0,10.749594833222146,15.939376079220304
2010,"Parallel Giant Slalom, Men",AUT,silver,AUT,46611.1393420232,8363404.0,CAN,0,10.749594833222146,15.939376079220304
2010,"Individual, Women",BLR,bronze,BLR,6034.67885177216,9483836.0,CAN,0,8.705277917827742,16.065099433736183
