year,event,medal,noc,iso_code,gdp_per_capita,population,host_noc,is_host,log_gdp_per_capita,log_population
1994,"Ice Hockey, Men",bronze,FIN,FIN,20278.29109854,5088333.0,NOR,0,9.917306188796607,15.442460829973669
1994,"Singles, Men",bronze,ITA,ITA,19382.2002150155,56843400.0,NOR,0,9.872110409187252,17.855810676434466
1994,"Doubles, Men",bronze,GER,DEU,27201.9593555204,81438348.0,NOR,0,10.21104428481911,18.21535682568845
1994,"Singles, Women",bronze,AUT,AUT,25546.2460525087,7936118.0,NOR,0,10.148245659299416,15.886934796787918
1994,"Team, Men",bronze,SUI,CHE,43091.7770970073,6993795.0,NOR,0,10.6710874712774,15.760533885338026
1994,"Individual, Men",bronze,NOR,NOR,29315.8092337732,4336613.0,NOR,1,10.285882213785287,15.282604186647927
1994,"500 metres, Men",bronze,GBR,GBR,19709.2380983653,57865745.0,NOR,0,9.888842743811862,17.873636143976217
1994,"1,000 metres, Men",bronze,CAN,CAN,19997.6237373354,29000663.0,NOR,0,9.90336873234406,17.18282924975838
1994,"Relay, Men",bronze,AUS,AUS,18155.6282000179,17805468.0,NOR,0,9.806735885288791,16.695016159100053
1994,"500 metres, Women",bronze,USA,USA,27694.853416234,263126000.0,NOR,0,10.229001877665112,19.38814356286876
1994,"1,000 metres, Women",bronze,KOR,KOR,10733.9888860657,44641540.0,NOR,0,9.281170517340831,17.614175373650166
1994,"Relay, Women",bronze,USA,USA,27694.853416234,263126000.0,NOR,0,10.229001877665112,19.38814356286876
1994,"Normal Hill, Individual, Men",bronze,GER,DEU,27201.9593555204,81438348.0,NOR,0,10.21104428481911,18.21535682568845
1994,"Large Hill, Individual, Men",bronze,AUT,AUT,25546.2460525087,7936118.0,NOR,0,10.148245659299416,15.886934796787918
1994,"Large Hill, Team, Men",bronze,AUT,AUT,25546.2460525087,7936118.0,NOR,0,10.148245659299416,15.886934796787918
1994,"500 metres, Men",bronze,JPN,JPN,39933.5150564874,125178000.0,NOR,0,10.594971226648312,18.645247282340065
1994,"1,000 metres, Men",bronze,RUS,RUS,2662.10400390625,148407912.0,NOR,0,7.886872068028909,18.815475202640222
1994,"1,500 metres, Men",bronze,NED,NLD,24682.5866742863,15382838.0,NOR,0,10.11385328104781,16.54876303037667
1994,"5,000 metres, Men",bronze,NED,NLD,24682.5866742863,15382838.0,NOR,0,10.11385328104781,16.54876303037667
1994,"10,000 metres, Men",bronze,NED,NLD,24682.5866742863,15382838.0,NOR,0,10.11385328104781,16.54876303037667
1994,"500 metres, Women",bronze,GER,DEU,27201.9593555204,81438348.0,NOR,0,10.21104428481911,18.21535682568845
1994,"1,000 metres, Women",bronze,CHN,CHN,475.677874448369,1191835000.0,NOR,0,6.164740890791202,20.898759973189456
1994,"1,500 metres, Women",bronze,GER,DEU,27201.9593555204,81438348.0,NOR,0,10.21104428481911,18.21535682568845
1994,"3,000 metres, Women",bronze,GER,DEU,27201.9593555204,81438348.0,NOR,0,10.21104428481911,18.21535682568845
1994,"5,000 metres, Women",bronze,JPN,JPN,39933.5150564874,125178000.0,NOR,0,10.594971226648312,18.645247282340065
1998,"Downhill, Men",bronze,AUT,AUT,27212.4642905708,7976789.0,JPN,0,10.211430393298333,15.892046507496673
1998,"Super G, Men",bronze,—,,,,JPN,0,,
1998,"Giant Slalom, Men",bronze,SUI,CHE,42680.5867322391,7110001.0,JPN,0,10.661499452562039,15.77701294242639
1998,"Slalom, Men",bronze,AUT,AUT,27212.4642905708,7976789.0,JPN,0,10.211430393298333,15.892046507496673
1998,"Combined, Men",bronze,AUT,AUT,27212.4642905708,7976789.0,JPN,0,10.211430393298333,15.892046507496673
1998,"Downhill, Women",bronze,FRA,FRA,24869.4030795939,60190684.0,JPN,0,10.121393534884714,17.91302814747334
1998,"Super G, Women",bronze,AUT,AUT,27212.4642905708,7976789.0,JPN,0,10.211430393298333,15.892046507496673
1998,"Giant Slalom, Women",bronze,GER,DEU,27395.9440608051,82047195.0,JPN,0,10.218150254441172,18.22280518844434
1998,"Slalom, Women",bronze,AUS,AUS,21516.0403147759,18607584.0,JPN,0,9.976553997102844,16.73907979751476
1998,"Combined, Women",bronze,GER,DEU,27395.9440608051,82047195.0,JPN,0,10.218150254441172,18.22280518844434
1998,"Sprint, Men",bronze,FIN,FIN,25999.9861694953,5153498.0,JPN,0,10.16585128506099,15.455186265373142
1998,"Individual, Men",bronze,BLR,BLR,1511.32531567314,10071963.0,JPN,0,7.3207422373609035,16.125266181149136
1998,"Relay, Men",bronze,RUS,RUS,1834.86181640625,147670784.0,JPN,0,7.514724453242388,18.810495921571096
1998,"Sprint, Women",bronze,GER,DEU,27395.9440608051,82047195.0,JPN,0,10.218150254441172,18.22280518844434
1998,"Individual, Women",bronze,GER,DEU,27395.9440608051,82047195.0,JPN,0,10.218150254441172,18.22280518844434
1998,"Relay, Women",bronze,NOR,NOR,34803.4634058738,4431464.0,JPN,0,10.457472183967758,15.304240561467433
1998,"Two, Men",bronze,GER,DEU,27395.9440608051,82047195.0,JPN,0,10.218150254441172,18.22280518844434
1998,"10 kilometres, Men",bronze,FIN,FIN,25999.9861694953,5153498.0,JPN,0,10.16585128506099,15.455186265373142
1998,"30 kilometres, Men",bronze,ITA,ITA,22365.1837644545,56906744.0,JPN,0,10.015260732441934,17.85692441579901
1998,"50 kilometres, Men",bronze,AUT,AUT,27212.4642905708,7976789.0,JPN,0,10.211430393298333,15.892046507496673
1998,"Skiathlon, Men",bronze,KAZ,KAZ,1414.59289652597,15647785.0,JPN,0,7.254597063046774,16.56583993138729
1998,"Relay, Men",bronze,FIN,FIN,25999.9861694953,5153498.0,JPN,0,10.16585128506099,15.455186265373142
1998,"5 kilometres, Women",bronze,NOR,NOR,34803.4634058738,4431464.0,JPN,0,10.457472183967758,15.304240561467433
1998,"15 kilometres, Women",bronze,NOR,NOR,34803.4634058738,4431464.0,JPN,0,10.457472183967758,15.304240561467433
1998,"30 kilometres, Women",bronze,RUS,RUS,1834.86181640625,147670784.0,JPN,0,7.514724453242388,18.810495921571096
1998,"Skiathlon, Women",bronze,CZE,CZE,6526.59635780951,10294373.0,JPN,0,8.783640854806197,16.1471079932382
1998,"Relay, Women",bronze,ITA,ITA,22365.1837644545,56906744.0,JPN,0,10.015260732441934,17.85692441579901
1998,"Team, Men",bronze,NOR,NOR,34803.4634058738,4431464.0,JPN,0,10.457472183967758,15.304240561467433
1998,"Team, Women",bronze,SWE,SWE,30605.3669074811,8850974.0,JPN,0,10.328930661694965,15.996038067425516
1998,"Singles, Men",bronze,FRA,FRA,24869.4030795939,60190684.0,JPN,0,10.121393534884714,17.91302814747334
1998,"Singles, Women",bronze,CHN,CHN,835.095348597432,1241935000.0,JPN,0,6.727545908268725,20.93993648414454
1998,"Pairs, Mixed",bronze,GER,DEU,27395.9440608051,82047195.0,JPN,0,10.218150254441172,18.22280518844434
1998,"Ice Dance, Mixed",bronze,FRA,FRA,24869.4030795939,60190684.0,JPN,0,10.121393534884714,17.91302814747334
1998,"Moguls, Men",bronze,FIN,FIN,25999.9861694953,5153498.0,JPN,0,10.16585128506099,15.455186265373142
1998,"Aerials, Men",bronze,BLR,BLR,1511.32531567314,10071963.0,JPN,0,7.3207422373609035,16.125266181149136
1998,"Moguls, Women",bronze,NOR,NOR,34803.4634058738,4431464.0,JPN,0,10.457472183967758,15.304240561467433
1998,"Aerials, Women",bronze,SUI,CHE,42680.5867322391,7110001.0,JPN,0,10.661499452562039,15.77701294242639
1998,"Ice Hockey, Men",bronze,FIN,FIN,25999.9861694953,5153498.0,JPN,0,10.16585128506099,15.455186265373142
1998,"Ice Hockey, Women",bronze,FIN,FIN,25999.9861694953,5153498.0,JPN,0,10.16585128506099,15.455186265373142
1998,"Singles, Men",bronze,GER,DEU,27395.9440608051,82047195.0,JPN,0,10.218150254441172,18.22280518844434
1998,"Doubles, Men",bronze,USA,USA,32853.6769523009,275854000.0,JPN,0,10.399818949225777,19.435382298211984
1998,"Singles, Women",bronze,AUT,AUT,27212.4642905708,7976789.0,JPN,0,10.211430393298333,15.892046507496673
1998,"Team, Men",bronze,FRA,FRA,24869.4030795939,60190684.0,JPN,0,10.121393534884714,17.91302814747334
1998,"Individual, Men",bronze,RUS,RUS,1834.86181640625,147670784.0,JPN,0,7.514724453242388,18.810495921571096
1998,"500 metres, Men",bronze,JPN,JPN,32423.7556133801,126400000.0,JPN,1,10.38664663106595,18.65496203967703
1998,"1,000 metres, Men",bronze,CAN,CAN,21024.5850687045,30155173.0,JPN,0,9.953447749507502,17.221867041876138
1998,"Relay, Men",bronze,CHN,CHN,835.095348597432,1241935000.0,JPN,0,6.727545908268725,20.93993648414454
1998,"500 metres, Women",bronze,KOR,KOR,8583.43557499234,46286503.0,JPN,0,9.057589529002422,17.650360964679567
1998,"1,000 metres, Women",bronze,KOR,KOR,8583.43557499234,46286503.0,JPN,0,9.057589529002422,17.650360964679567
1998,"Relay, Women",bronze,CAN,CAN,21024.5850687045,30155173.0,JPN,0,9.953447749507502,17.221867041876138
1998,"Normal Hill, Individual, Men",bronze,AUT,AUT,27212.4642905708,7976789.0,JPN,0,10.211430393298333,15.892046507496673
1998,"Large Hill, Individual, Men",bronze,JPN,JPN,32423.7556133801,126400000.0,JPN,1,10.38664663106595,18.65496203967703
1998,"Large Hill, Team, Men",bronze,AUT,AUT,27212.4642905708,7976789.0,JPN,0,10.211430393298333,15.892046507496673
1998,"Giant Slalom, Men",bronze,SUI,CHE,42680.5867322391,7110001.0,JPN,0,10.661499452562039,15.77701294242639
1998,"Halfpipe, Men",bronze,USA,USA,32853.6769523009,275854000.0,JPN,0,10.399818949225777,19.435382298211984
1998,"Giant Slalom, Women",bronze,AUT,AUT,27212.4642905708,7976789.0,JPN,0,10.211430393298333,15.892046507496673
1998,"Halfpipe, Women",bronze,USA,USA,32853.6769523009,275854000.0,JPN,0,10.399818949225777,19.435382298211984
1998,"500 metres, Men",bronze,CAN,CAN,21024.5850687045,30155173.0,JPN,0,9.953447749507502,17.221867041876138
1998,"1,000 metres, Men",bronze,JPN,JPN,32423.7556133801,126400000.0,JPN,1,10.38664663106595,18.65496203967703
1998,"1,500 metres, Men",bronze,NED,NLD,27924.281808994,15707209.0,JPN,0,10.237251905038868,16.569630336905867
1998,"5,000 metres, Men",bronze,BEL,BEL,25338.4432934904,10203008.0,JPN,0,10.14007801921341,16.13819313674025
1998,"10,000 metres, Men",bronze,NED,NLD,27924.281808994,15707209.0,JPN,0,10.237251905038868,16.569630336905867
1998,"500 metres, Women",bronze,JPN,JPN,32423.7556133801,126400000.0,JPN,1,10.38664663106595,18.65496203967703
1998,"1,000 metres, Women",bronze,CAN,CAN,21024.5850687045,30155173.0,JPN,0,9.953447749507502,17.221867041876138
1998,"1,500 metres, Women",bronze,USA,USA,32853.6769523009,275854000.0,JPN,0,10.399818949225777,19.435382298211984
1998,"3,000 metres, Women",bronze,GER,DEU,27395.9440608051,82047195.0,JPN,0,10.218150254441172,18.22280518844434
1998,"5,000 metres, Women",bronze,KAZ,KAZ,1414.59289652597,15647785.0,JPN,0,7.254597063046774,16.56583993138729
2002,"Downhill, Men",bronze,AUT,AUT,26334.862215032,8081957.0,USA,0,10.178648899894386,15.90514460414117
2002,"Super G, Men",bronze,AUT,AUT,26334.862215032,8081957.0,USA,0,10.178648899894386,15.90514460414117
2002,"Giant Slalom, Men",bronze,NOR,NOR,43170.557174499,4538159.0,USA,0,10.672913994986944,15.328031981169563
2002,"Slalom, Men",bronze,AUT,AUT,26334.862215032,8081957.0,USA,0,10.178648899894386,15.90514460414117
2002,"Combined, Men",bronze,AUT,AUT,26334.862215032,8081957.0,USA,0,10.178648899894386,15.90514460414117
2002,"Downhill, Women",bronze,AUT,AUT,26334.862215032,8081957.0,USA,0,10.178648899894386,15.90514460414117
2002,"Super G, Women",bronze,ITA,ITA,22451.3964379368,57089824.0,USA,0,10.019108093371198,17.860136445084052
2002,"Giant Slalom, Women",bronze,SUI,CHE,42458.7384679187,7284753.0,USA,0,10.656288023744708,15.801294091751814
2002,"Slalom, Women",bronze,SWE,SWE,29957.7776664916,8924958.0,USA,0,10.307544258194069,16.00436217973655
2002,"Combined, Women",bronze,GER,DEU,25486.5942008748,82488495.0,USA,0,10.145907875295809,18.228169387034765
2002,"Sprint, Men",bronze,AUT,AUT,26334.862215032,8081957.0,USA,0,10.178648899894386,15.90514460414117
2002,"Pursuit, Men",bronze,GER,DEU,25486.5942008748,82488495.0,USA,0,10.145907875295809,18.228169387034765
2002,"Individual, Men",bronze,RUS,RUS,2377.52954101563,145306497.0,USA,0,7.77381721958552,18.794355841924887
2002,"Relay, Men",bronze,FRA,FRA,24144.5727019529,61812142.0,USA,0,10.09181490098612,17.939610375621637
2002,"Sprint, Women",bronze,SWE,SWE,29957.7776664916,8924958.0,USA,0,10.307544258194069,16.00436217973655
2002,"Pursuit, Women",bronze,BUL,BGR,2092.98288625558,7837161.0,USA,0,7.646345545754941,15.874387209399332
2002,"Individual, Women",bronze,SWE,SWE,29957.7776664916,8924958.0,USA,0,10.307544258194069,16.00436217973655
2002,"Relay, Women",bronze,RUS,RUS,2377.52954101563,145306497.0,USA,0,7.77381721958552,18.794355841924887
2002,"Two, Men",bronze,SUI,CHE,42458.7384679187,7284753.0,USA,0,10.656288023744708,15.801294091751814
2002,"Four, Men",bronze,USA,USA,37997.7596573051,287625193.0,USA,1,10.545282480583818,19.47716877733218
2002,"Two, Women",bronze,GER,DEU,25486.5942008748,82488495.0,USA,0,10.145907875295809,18.228169387034765
2002,"Sprint, Men",bronze,ITA,ITA,22451.3964379368,57089824.0,USA,0,10.019108093371198,17.860136445084052
2002,"15 kilometres, Men",bronze,EST,EST,5343.18310760735,1379350.0,USA,0,8.583576841931535,14.137122931678464
2002,"30 kilometres, Men",bronze,NOR,NOR,43170.557174499,4538159.0,USA,0,10.672913994986944,15.328031981169563
2002,"50 kilometres, Men",bronze,NOR,NOR,43170.557174499,4538159.0,USA,0,10.672913994986944,15.328031981169563
2002,"Skiathlon, Men",bronze,SWE,SWE,29957.7776664916,8924958.0,USA,0,10.307544258194069,16.00436217973655
2002,"Relay, Men",bronze,GER,DEU,25486.5942008748,82488495.0,USA,0,10.145907875295809,18.228169387034765
2002,"Sprint, Women",bronze,NOR,NOR,43170.557174499,4538159.0,USA,0,10.672913994986944,15.328031981169563
2002,"10 kilometres, Women",bronze,ITA,ITA,22451.3964379368,57089824.0,USA,0,10.019108093371198,17.860136445084052
2002,"15 kilometres, Women",bronze,RUS,RUS,2377.52954101563,145306497.0,USA,0,7.77381721958552,18.794355841924887
2002,"30 kilometres, Women",bronze,NOR,NOR,43170.557174499,4538159.0,USA,0,10.672913994986944,15.328031981169563
2002,"Skiathlon, Women",bronze,GER,DEU,25486.5942008748,82488495.0,USA,0,10.145907875295809,18.228169387034765
2002,"Relay, Women",bronze,SUI,CHE,42458.7384679187,7284753.0,USA,0,10.656288023744708,15.801294091751814
2002,"Team, Men",bronze,SUI,CHE,42458.7384679187,7284753.0,USA,0,10.656288023744708,15.801294091751814
2002,"Team, Women",bronze,CAN,CAN,24256.0192337185,31359199.0,USA,0,10.096420081388622,17.26101821102844
2002,"Singles, Men",bronze,USA,USA,37997.7596573051,287625193.0,USA,1,10.545282480583818,19.47716877733218
2002,"Singles, Women",bronze,USA,USA,37997.7596573051,287625193.0,USA,1,10.545282480583818,19.47716877733218
2002,"Pairs, Mixed",bronze,CHN,CHN,1163.55957673426,1280400000.0,USA,0,7.059239186187989,20.970438366059984
2002,"Ice Dance, Mixed",bronze,ITA,ITA,22451.3964379368,57089824.0,USA,0,10.019108093371198,17.860136445084052
2002,"Moguls, Men",bronze,FRA,FRA,24144.5727019529,61812142.0,USA,0,10.09181490098612,17.939610375621637
2002,"Aerials, Men",bronze,BLR,BLR,1479.38066337175,9865548.0,USA,0,7.2993788084801015,16.104559245819985
2002,"Moguls, Women",bronze,JPN,JPN,32820.7936433254,127445000.0,USA,0,10.398817546049619,18.663195456945832
2002,"Aerials, Women",bronze,CAN,CAN,24256.0192337185,31359199.0,USA,0,10.096420081388622,17.26101821102844
2002,"Ice Hockey, Men",bronze,RUS,RUS,2377.52954101563,145306497.0,USA,0,7.77381721958552,18.794355841924887
2002,"Ice Hockey, Women",bronze,SWE,SWE,29957.7776664916,8924958.0,USA,0,10.307544258194069,16.00436217973655
2002,"Singles, Men",bronze,AUT,AUT,26334.862215032,8081957.0,USA,0,10.178648899894386,15.90514460414117
2002,"Doubles, Men",bronze,USA,USA,37997.7596573051,287625193.0,USA,1,10.545282480583818,19.47716877733218
2002,"Singles, Women",bronze,GER,DEU,25486.5942008748,82488495.0,USA,0,10.145907875295809,18.228169387034765
2002,"Team, Men",bronze,AUT,AUT,26334.862215032,8081957.0,USA,0,10.178648899894386,15.90514460414117
2002,"Individual, Men",bronze,AUT,AUT,26334.862215032,8081957.0,USA,0,10.178648899894386,15.90514460414117
2002,"Sprint, Men",bronze,AUT,AUT,26334.862215032,8081957.0,USA,0,10.178648899894386,15.90514460414117
2002,"500 metres, Men",bronze,USA,USA,37997.7596573051,287625193.0,USA,1,10.545282480583818,19.47716877733218
2002,"1,000 metres, Men",bronze,CAN,CAN,24256.0192337185,31359199.0,USA,0,10.096420081388622,17.26101821102844
2002,"1,500 metres, Men",bronze,CAN,CAN,24256.0192337185,31359199.0,USA,0,10.096420081388622,17.26101821102844
2002,"Relay, Men",bronze,CHN,CHN,1163.55957673426,1280400000.0,USA,0,7.059239186187989,20.970438366059984
2002,"500 metres, Women",bronze,CHN,CHN,1163.55957673426,1280400000.0,USA,0,7.059239186187989,20.970438366059984
2002,"1,000 metres, Women",bronze,CHN,CHN,1163.55957673426,1280400000.0,USA,0,7.059239186187989,20.970438366059984
2002,"1,500 metres, Women",bronze,BUL,BGR,2092.98288625558,7837161.0,USA,0,7.646345545754941,15.874387209399332
2002,"Relay, Women",bronze,CAN,CAN,24256.0192337185,31359199.0,USA,0,10.096420081388622,17.26101821102844
2002,"Skeleton, Men",bronze,SUI,CHE,42458.7384679187,7284753.0,USA,0,10.656288023744708,15.801294091751814
2002,"Skeleton, Women",bronze,GBR,GBR,30158.7017807858,59370479.0,USA,0,10.314228776791802,17.899307674262147
2002,"Normal Hill, Individual, Men",bronze,POL,POL,5223.45178967082,38230364.0,USA,0,8.560913724728092,17.459140626945604
2002,"Large Hill, Individual, Men",bronze,FIN,FIN,26989.389260959,5200598.0,USA,0,10.203199077410675,15.464284176939662
2002,"Large Hill, Team, Men",bronze,SLO,SVN,11639.1297780477,1994530.0,USA,0,9.362127957154552,14.505918991578229
2002,"Parallel Giant Slalom, Men",bronze,USA,USA,37997.7596573051,287625193.0,USA,1,10.545282480583818,19.47716877733218
2002,"Halfpipe, Men",bronze,USA,USA,37997.7596573051,287625193.0,USA,1,10.545282480583818,19.47716877733218
2002,"Parallel Giant Slalom, Women",bronze,ITA,ITA,22451.3964379368,57089824.0,USA,0,10.019108093371198,17.860136445084052
2002,"Halfpipe, Women",bronze,SUI,CHE,42458.7384679187,7284753.0,USA,0,10.656288023744708,15.801294091751814
2002,"500 metres, Men",bronze,USA,USA,37997.7596573051,287625193.0,USA,1,10.545282480583818,19.47716877733218
2002,"1,000 metres, Men",bronze,USA,USA,37997.7596573051,287625193.0,USA,1,10.545282480583818,19.47716877733218
2002,"1,500 metres, Men",bronze,NOR,NOR,43170.557174499,4538159.0,USA,0,10.672913994986944,15.328031981169563
2002,"5,000 metres, Men",bronze,GER,DEU,25486.5942008748,82488495.0,USA,0,10.145907875295809,18.228169387034765
2002,"10,000 metres, Men",bronze,NOR,NOR,43170.557174499,4538159.0,USA,0,10.672913994986944,15.328031981169563
2002,"500 metres, Women",bronze,GER,DEU,25486.5942008748,82488495.0,USA,0,10.145907875295809,18.228169387034765
2002,"1,000 metres, Women",bronze,USA,USA,37997.7596573051,287625193.0,USA,1,10.545282480583818,19.47716877733218
2002,"1,500 metres, Women",bronze,USA,USA,37997.7596573051,287625193.0,USA,1,10.545282480583818,19.47716877733218
2002,"3,000 metres, Women",bronze,CAN,CAN,24256.0192337185,31359199.0,USA,0,10.096420081388622,17.26101821102844
2002,"5,000 metres, Women",bronze,CAN,CAN,24256.0192337185,31359199.0,USA,0,10.096420081388622,17.26101821102844
2006,"Downhill, Men",bronze,SUI,CHE,59011.0324592016,7483934.0,ITA,0,10.985479696241175,15.828269147523763
2006,"Super G, Men",bronze,SUI,CHE,59011.0324592016,7483934.0,ITA,0,10.985479696241175,15.828269147523763
2006,"Giant Slalom, Men",bronze,AUT,AUT,40382.2078298575,8268641.0,ITA,0,10.606144566693517,15.927980724596765
2006,"Slalom, Men",bronze,AUT,AUT,40382.2078298575,8268641.0,ITA,0,10.606144566693517,15.927980724596765
2006,"Combined, Men",bronze,AUT,AUT,40382.2078298575,8268641.0,ITA,0,10.606144566693517,15.927980724596765
2006,"Downhill, Women",bronze,SWE,SWE,46531.3762240485,9080505.0,ITA,0,10.747882121535374,16.02164036577101
2006,"Super G, Women",bronze,AUT,AUT,40382.2078298575,8268641.0,ITA,0,10.606144566693517,15.927980724596765
2006,"Giant Slalom, Women",bronze,SWE,SWE,46531.3762240485,9080505.0,ITA,0,10.747882121535374,16.02164036577101
2006,"Slalom, Women",bronze,AUT,AUT,40382.2078298575,8268641.0,ITA,0,10.606144566693517,15.927980724596765
2006,"Combined, Women",bronze,SWE,SWE,46531.3762240485,9080505.0,ITA,0,10.747882121535374,16.02164036577101
2006,"Sprint, Men",bronze,NOR,NOR,74434.4996835671,4660677.0,ITA,0,11.217674818767335,15.354671274519818
2006,"Pursuit, Men",bronze,GER,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Mass Start, Men",bronze,NOR,NOR,74434.4996835671,4660677.0,ITA,0,11.217674818767335,15.354671274519818
2006,"Individual, Men",bronze,NOR,NOR,74434.4996835671,4660677.0,ITA,0,11.217674818767335,15.354671274519818
2006,"Relay, Men",bronze,FRA,FRA,36431.5658906555,63622342.0,ITA,0,10.503190872626895,17.968475255930883
2006,"Sprint, Women",bronze,UKR,UKR,2366.494140625,47278694.0,ITA,0,7.76916487337662,17.67157030800717
2006,"Pursuit, Women",bronze,RUS,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"Mass Start, Women",bronze,GER,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Individual, Women",bronze,RUS,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"Relay, Women",bronze,FRA,FRA,36431.5658906555,63622342.0,ITA,0,10.503190872626895,17.968475255930883
2006,"Two, Men",bronze,SUI,CHE,59011.0324592016,7483934.0,ITA,0,10.985479696241175,15.828269147523763
2006,"Four, Men",bronze,SUI,CHE,59011.0324592016,7483934.0,ITA,0,10.985479696241175,15.828269147523763
2006,"Two, Women",bronze,ITA,ITA,33537.1286994269,58399861.0,ITA,1,10.420408423466538,17.882824067658635
2006,"Sprint, Men",bronze,SWE,SWE,46531.3762240485,9080505.0,ITA,0,10.747882121535374,16.02164036577101
2006,"15 kilometres, Men",bronze,GER,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"50 kilometres, Men",bronze,AUT,AUT,40382.2078298575,8268641.0,ITA,0,10.606144566693517,15.927980724596765
2006,"Skiathlon, Men",bronze,ITA,ITA,33537.1286994269,58399861.0,ITA,1,10.420408423466538,17.882824067658635
2006,"Relay, Men",bronze,SWE,SWE,46531.3762240485,9080505.0,ITA,0,10.747882121535374,16.02164036577101
2006,"Team Sprint, Men",bronze,RUS,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"Sprint, Women",bronze,RUS,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"10 kilometres, Women",bronze,NOR,NOR,74434.4996835671,4660677.0,ITA,0,11.217674818767335,15.354671274519818
2006,"30 kilometres, Women",bronze,POL,POL,9068.85528307627,38141267.0,ITA,0,9.1126013260015,17.45680737730162
2006,"Skiathlon, Women",bronze,RUS,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"Relay, Women",bronze,ITA,ITA,33537.1286994269,58399861.0,ITA,1,10.420408423466538,17.882824067658635
2006,"Team Sprint, Women",bronze,FIN,FIN,41214.0187765069,5266268.0,ITA,0,10.626533739027481,15.476832510261453
2006,"Team, Men",bronze,USA,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691437,19.513878104993
2006,"Team, Women",bronze,CAN,CAN,40504.0370977806,32571193.0,ITA,0,10.609156929553448,17.298938805381106
2006,"Singles, Men",bronze,CAN,CAN,40504.0370977806,32571193.0,ITA,0,10.609156929553448,17.298938805381106
2006,"Singles, Women",bronze,RUS,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"Pairs, Mixed",bronze,CHN,CHN,2129.25696999613,1311020000.0,ITA,0,7.663528357467109,20.99407129714174
2006,"Ice Dance, Mixed",bronze,UKR,UKR,2366.494140625,47278694.0,ITA,0,7.76916487337662,17.67157030800717
2006,"Moguls, Men",bronze,USA,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691437,19.513878104993
2006,"Aerials, Men",bronze,RUS,RUS,6920.19970703125,143049637.0,ITA,0,8.842199907592871,18.7787022398829
2006,"Moguls, Women",bronze,FRA,FRA,36431.5658906555,63622342.0,ITA,0,10.503190872626895,17.968475255930883
2006,"Aerials, Women",bronze,AUS,AUS,36658.8243476122,20450966.0,ITA,0,10.50940945180179,16.833540676501258
2006,"Ice Hockey, Men",bronze,CZE,CZE,15259.0788162004,10238905.0,ITA,0,9.632929937105501,16.14170523826408
2006,"Ice Hockey, Women",bronze,USA,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691437,19.513878104993
2006,"Singles, Men",bronze,LAT,LVA,9211.7374468148,2218357.0,ITA,0,9.12823375932021,14.612277389756501
2006,"Doubles, Men",bronze,ITA,ITA,33537.1286994269,58399861.0,ITA,1,10.420408423466538,17.882824067658635
2006,"Singles, Women",bronze,GER,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"Team, Men",bronze,FIN,FIN,41214.0187765069,5266268.0,ITA,0,10.626533739027481,15.476832510261453
2006,"Individual, Men",bronze,NOR,NOR,74434.4996835671,4660677.0,ITA,0,11.217674818767335,15.354671274519818
2006,"Sprint, Men",bronze,GER,DEU,36980.3349948954,82376451.0,ITA,0,10.518141563712833,18.22681016519934
2006,"500 metres, Men",bronze,KOR,KOR,22609.7059431449,48438292.0,ITA,0,10.026134559576867,17.695801215911906
2006,"1,000 metres, Men",bronze,USA,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691437,19.513878104993
2006,"1,500 metres, Men",bronze,CHN,CHN,2129.25696999613,1311020000.0,ITA,0,7.663528357467109,20.99407129714174
2006,"Relay, Men",bronze,USA,USA,46302.0008800056,298379912.0,ITA,0,10.742940454691437,19.513878104993
2006,"500 metres, Women",bronze,CAN,CAN,40504.0370977806,32571193.0,ITA,0,10.609156929553448,17.298938805381106
2006,"1,000 metres, Women",bronze,CHN,CHN,2129.25696999613,1311020000.0,ITA,0,7.663528357467109,20.99407129714174
2006,"1,500 metres, Women",bronze,CHN,CHN,2129.25696999613,1311020000.0,ITA,0,7.663528357467109,20.99407129714174
2006,"Relay, Women",bronze,ITA,ITA,33537.1286994269,58399861.0,ITA,1,10.420408423466538,17.882824067658635
2006,"Skeleton, Men",bronze,SUI,CHE,59011.0324592016,7483934.0,ITA,0,10.985479696241175,15.828269147523763
2006,"Skeleton, Women",bronze,CAN,CAN,40504.0370977806,32571193.0,ITA,0,10.609156929553448,17.298938805381106
