year,event,medal,noc,iso_code,gdp_per_capita,population,host_noc,is_host,log_gdp_per_capita,log_population
2010,"500 metres, Women",gold,CHN,CHN,4629.24551710077,1337705000.0,CAN,0,8.440149178531815,21.01422129601767
2010,"1,000 metres, Women",gold,CHN,CHN,4629.24551710077,1337705000.0,CAN,0,8.440149178531815,21.01422129601767
2010,"1,500 metres, Women",gold,CHN,CHN,4629.24551710077,1337705000.0,CAN,0,8.440149178531815,21.01422129601767
2010,"Relay, Women",gold,CHN,CHN,4629.24551710077,1337705000.0,CAN,0,8.440149178531815,21.01422129601767
2010,"Skeleton, Men",gold,CAN,CAN,47560.6666009406,34005902.0,CAN,1,10.769761366706087,17.342044655751035
2010,"Skeleton, Women",gold,GBR,GBR,39778.3220528565,62766365.0,CAN,0,10.59107737084605,17.954929898787338
2010,"Normal Hill, Individual, Men",gold,SUI,CHE,76531.3729407691,7824909.0,CAN,0,11.245456039545951,15.872822664929897
2010,"Large Hill, Individual, Men",gold,SUI,CHE,76531.3729407691,7824909.0,CAN,0,11.245456039545951,15.872822664929897
2010,"Large Hill, Team, Men",gold,AUT,AUT,46611.1393420232,8363404.0,CAN,0,10.749594833222146,15.939376079220304
2010,"Parallel Giant Slalom, Men",gold,CAN,CAN,47560.6666009406,34005902.0,CAN,1,10.769761366706087,17.342044655751035
2010,"Halfpipe, Men",gold,USA,USA,48642.6100179312,309378227.0,CAN,0,10.792255175108533,19.5500751219399
2010,"Cross, Men",gold,USA,USA,48642.6100179312,309378227.0,CAN,0,10.792255175108533,19.5500751219399
2010,"Parallel Giant Slalom, Women",gold,NED,NLD,51305.7338533973,16615394.0,CAN,0,10.845557795934335,16.625840173001556
2010,"Halfpipe, Women",gold,AUS,AUS,52313.8939041213,22031750.0,CAN,0,10.86501727259481,16.907995152754747
2010,"Cross, Women",gold,CAN,CAN,47560.6666009406,34005902.0,CAN,1,10.769761366706087,17.342044655751035
2010,"500 metres, Men",gold,KOR,KOR,24071.2620526362,49554112.0,CAN,0,10.088773962000674,17.71857580217899
2010,"1,000 metres, Men",gold,USA,USA,48642.6100179312,309378227.0,CAN,0,10.792255175108533,19.5500751219399
2010,"1,500 metres, Men",gold,NED,NLD,51305.7338533973,16615394.0,CAN,0,10.845557795934335,16.625840173001556
2010,"5,000 metres, Men",gold,NED,NLD,51305.7338533973,16615394.0,CAN,0,10.845557795934335,16.625840173001556
2010,"10,000 metres, Men",gold,KOR,KOR,24071.2620526362,49554112.0,CAN,0,10.088773962000674,17.71857580217899
2010,"Team Pursuit (8 laps), Men",gold,CAN,CAN,47560.6666009406,34005902.0,CAN,1,10.769761366706087,17.342044655751035
2010,"500 metres, Women",gold,KOR,KOR,24071.2620526362,49554112.0,CAN,0,10.088773962000674,17.71857580217899
2010,"1,000 metres, Women",gold,CAN,CAN,47560.6666009406,34005902.0,CAN,1,10.769761366706087,17.342044655751035
2010,"1,500 metres, Women",gold,NED,NLD,51305.7338533973,16615394.0,CAN,0,10.845557795934335,16.625840173001556
2010,"3,000 metres, Women",gold,CZE,CZE,20160.4355077059,10474410.0,CAN,0,9.91147732451675,16.16444569760385
2010,"5,000 metres, Women",gold,CZE,CZE,20160.4355077059,10474410.0,CAN,0,9.91147732451675,16.16444569760385
2010,"Team Pursuit (6 laps), Women",gold,GER,DEU,42396.9665976293,81776930.0,CAN,0,10.654832096152019,18.219505732455367
2014,"Downhill, Men",gold,AUT,AUT,51314.9722616322,8546356.0,RUS,0,10.8457378455288,15.961015551233999
2014,"Super G, Men",gold,NOR,NOR,97666.6951838749,5137232.0,RUS,0,11.489315891316119,15.452024970975842
2014,"Giant Slalom, Men",gold,USA,USA,54973.4207515712,319257560.0,RUS,0,10.914605088344972,19.581508733097717
2014,"Slalom, Men",gold,AUT,AUT,51314.9722616322,8546356.0,RUS,0,10.8457378455288,15.961015551233999
2014,"Combined, Men",gold,SUI,CHE,88724.9909402638,8188649.0,RUS,0,11.393296875404394,15.918259484957348
2014,"Super G, Women",gold,AUT,AUT,51314.9722616322,8546356.0,RUS,0,10.8457378455288,15.961015551233999
2014,"Giant Slalom, Women",gold,SLO,SVN,24013.0682060959,2061980.0,RUS,0,10.086353469726403,14.539177244190956
2014,"Slalom, Women",gold,USA,USA,54973.4207515712,319257560.0,RUS,0,10.914605088344972,19.581508733097717
2014,"Combined, Women",gold,GER,DEU,48959.5991203133,80982500.0,RUS,0,10.798750729250589,18.209743639911967
2014,"Sprint, Men",gold,NOR,NOR,97666.6951838749,5137232.0,RUS,0,11.489315891316119,15.452024970975842
2014,"Pursuit, Men",gold,FRA,FRA,43148.0459288416,66312067.0,RUS,0,10.672392409943663,18.009882444628186
2014,"Mass Start, Men",gold,NOR,NOR,97666.6951838749,5137232.0,RUS,0,11.489315891316119,15.452024970975842
2014,"Individual, Men",gold,FRA,FRA,43148.0459288416,66312067.0,RUS,0,10.672392409943663,18.009882444628186
2014,"Relay, Men",gold,GER,DEU,48959.5991203133,80982500.0,RUS,0,10.798750729250589,18.209743639911967
2014,"Sprint, Women",gold,SVK,SVK,18770.9289896545,5418649.0,RUS,0,9.840064621677831,15.505357080352276
2014,"Pursuit, Women",gold,BLR,BLR,8341.31809294883,9448515.0,RUS,0,9.028976527583128,16.06136814426455
2014,"Mass Start, Women",gold,BLR,BLR,8341.31809294883,9448515.0,RUS,0,9.028976527583128,16.06136814426455
2014,"Individual, Women",gold,BLR,BLR,8341.31809294883,9448515.0,RUS,0,9.028976527583128,16.06136814426455
2014,"Relay, Women",gold,UKR,UKR,3054.908203125,45972380.0,RUS,0,8.02450482307732,17.643551339337606
2014,"Relay, Mixed",gold,NOR,NOR,97666.6951838749,5137232.0,RUS,0,11.489315891316119,15.452024970975842
2014,"Two, Men",gold,SUI,CHE,88724.9909402638,8188649.0,RUS,0,11.393296875404394,15.918259484957348
2014,"Four, Men",gold,LAT,LVA,15185.814581236,1993782.0,RUS,0,9.62811701984983,14.505543895543228
2014,"Two, Women",gold,CAN,CAN,50960.8431174661,35434066.0,RUS,0,10.838812834800432,17.38318423175861
2014,"Sprint, Men",gold,NOR,NOR,97666.6951838749,5137232.0,RUS,0,11.489315891316119,15.452024970975842
2014,"15 kilometres, Men",gold,SUI,CHE,88724.9909402638,8188649.0,RUS,0,11.393296875404394,15.918259484957348
2014,"50 kilometres, Men",gold,RUS,RUS,14055.47265625,144237223.0,RUS,1,9.550767111821791,18.786969884039504
2014,"Skiathlon, Men",gold,SUI,CHE,88724.9909402638,8188649.0,RUS,0,11.393296875404394,15.918259484957348
2014,"Relay, Men",gold,SWE,SWE,59583.4584491714,9696110.0,RUS,0,10.995133271732174,16.08723533211137
2014,"Team Sprint, Men",gold,FIN,FIN,50073.7760815871,5461512.0,RUS,0,10.821252718529616,15.513236232461892
2014,"Sprint, Women",gold,NOR,NOR,97666.6951838749,5137232.0,RUS,0,11.489315891316119,15.452024970975842
2014,"10 kilometres, Women",gold,POL,POL,14262.2841914116,38011735.0,RUS,0,9.565373862866483,17.453405485806353
2014,"30 kilometres, Women",gold,NOR,NOR,97666.6951838749,5137232.0,RUS,0,11.489315891316119,15.452024970975842
2014,"Skiathlon, Women",gold,NOR,NOR,97666.6951838749,5137232.0,RUS,0,11.489315891316119,15.452024970975842
2014,"Relay, Women",gold,SWE,SWE,59583.4584491714,9696110.0,RUS,0,10.995133271732174,16.08723533211137
2014,"Team Sprint, Women",gold,NOR,NOR,97666.6951838749,5137232.0,RUS,0,11.489315891316119,15.452024970975842
2014,"Team, Men",gold,CAN,CAN,50960.8431174661,35434066.0,RUS,0,10.838812834800432,17.38318423175861
2014,"Team, Women",gold,CAN,CAN,50960.8431174661,35434066.0,RUS,0,10.838812834800432,17.38318423175861
2014,"Singles, Men",gold,JPN,JPN,38475.3952461838,127276000.0,RUS,0,10.557774231459613,18.66186851472436
2014,"Singles, Women",gold,RUS,RUS,14055.47265625,144237223.0,RUS,1,9.550767111821791,18.786969884039504
2014,"Pairs, Mixed",gold,RUS,RUS,14055.47265625,144237223.0,RUS,1,9.550767111821791,18.786969884039504
2014,"Ice Dance, Mixed",gold,USA,USA,54973.4207515712,319257560.0,RUS,0,10.914605088344972,19.581508733097717
2014,"Team, Mixed",gold,RUS,RUS,14055.47265625,144237223.0,RUS,1,9.550767111821791,18.786969884039504
2014,"Moguls, Men",gold,CAN,CAN,50960.8431174661,35434066.0,RUS,0,10.838812834800432,17.38318423175861
2014,"Aerials, Men",gold,BLR,BLR,8341.31809294883,9448515.0,RUS,0,9.028976527583128,16.06136814426455
2014,"Ski Cross, Men",gold,FRA,FRA,43148.0459288416,66312067.0,RUS,0,10.672392409943663,18.009882444628186
2014,"Halfpipe, Men",gold,USA,USA,54973.4207515712,319257560.0,RUS,0,10.914605088344972,19.581508733097717
2014,"Slopestyle, Men",gold,USA,USA,54973.4207515712,319257560.0,RUS,0,10.914605088344972,19.581508733097717
2014,"Moguls, Women",gold,CAN,CAN,50960.8431174661,35434066.0,RUS,0,10.838812834800432,17.38318423175861
2014,"Aerials, Women",gold,BLR,BLR,8341.31809294883,9448515.0,RUS,0,9.028976527583128,16.06136814426455
2014,"Ski Cross, Women",gold,CAN,CAN,50960.8431174661,35434066.0,RUS,0,10.838812834800432,17.38318423175861
2014,"Halfpipe, Women",gold,USA,USA,54973.4207515712,319257560.0,RUS,0,10.914605088344972,19.581508733097717
2014,"Slopestyle, Women",gold,CAN,CAN,50960.8431174661,35434066.0,RUS,0,10.838812834800432,17.38318423175861
2014,"Ice Hockey, Men",gold,CAN,CAN,50960.8431174661,35434066.0,RUS,0,10.838812834800432,17.38318423175861
2014,"Ice Hockey, Women",gold,CAN,CAN,50960.8431174661,35434066.0,RUS,0,10.838812834800432,17.38318423175861
2014,"Singles, Men",gold,GER,DEU,48959.5991203133,80982500.0,RUS,0,10.798750729250589,18.209743639911967
2014,"Doubles, Men",gold,GER,DEU,48959.5991203133,80982500.0,RUS,0,10.798750729250589,18.209743639911967
2014,"Singles, Women",gold,GER,DEU,48959.5991203133,80982500.0,RUS,0,10.798750729250589,18.209743639911967
2014,"Team Relay, Mixed",gold,GER,DEU,48959.5991203133,80982500.0,RUS,0,10.798750729250589,18.209743639911967
2014,"Team, Men",gold,NOR,NOR,97666.6951838749,5137232.0,RUS,0,11.489315891316119,15.452024970975842
2014,"Individual, Men",gold,GER,DEU,48959.5991203133,80982500.0,RUS,0,10.798750729250589,18.209743639911967
2014,"Sprint, Men",gold,NOR,NOR,97666.6951838749,5137232.0,RUS,0,11.489315891316119,15.452024970975842
2014,"500 metres, Men",gold,RUS,RUS,14055.47265625,144237223.0,RUS,1,9.550767111821791,18.786969884039504
2014,"1,000 metres, Men",gold,RUS,RUS,14055.47265625,144237223.0,RUS,1,9.550767111821791,18.786969884039504
2014,"1,500 metres, Men",gold,CAN,CAN,50960.8431174661,35434066.0,RUS,0,10.838812834800432,17.38318423175861
2014,"Relay, Men",gold,RUS,RUS,14055.47265625,144237223.0,RUS,1,9.550767111821791,18.786969884039504
2014,"500 metres, Women",gold,CHN,CHN,7781.06597484974,1371860000.0,RUS,0,8.95944862254895,21.03943332022726
2014,"1,000 metres, Women",gold,KOR,KOR,30667.0912467447,50746659.0,RUS,0,10.330945412269772,17.7423563412068
2014,"1,500 metres, Women",gold,CHN,CHN,7781.06597484974,1371860000.0,RUS,0,8.95944862254895,21.03943332022726
2014,"Relay, Women",gold,KOR,KOR,30667.0912467447,50746659.0,RUS,0,10.330945412269772,17.7423563412068
2014,"Skeleton, Men",gold,RUS,RUS,14055.47265625,144237223.0,RUS,1,9.550767111821791,18.786969884039504
2014,"Skeleton, Women",gold,GBR,GBR,47746.2421759562,64620000.0,RUS,0,10.7736556449263,17.984034518360627
2014,"Normal Hill, Individual, Men",gold,POL,POL,14262.2841914116,38011735.0,RUS,0,9.565373862866483,17.453405485806353
2014,"Large Hill, Individual, Men",gold,POL,POL,14262.2841914116,38011735.0,RUS,0,9.565373862866483,17.453405485806353
2014,"Large Hill, Team, Men",gold,GER,DEU,48959.5991203133,80982500.0,RUS,0,10.798750729250589,18.209743639911967
2014,"Normal Hill, Individual, Women",gold,GER,DEU,48959.5991203133,80982500.0,RUS,0,10.798750729250589,18.209743639911967
2014,"Parallel Giant Slalom, Men",gold,RUS,RUS,14055.47265625,144237223.0,RUS,1,9.550767111821791,18.786969884039504
2014,"Parallel Slalom, Men",gold,RUS,RUS,14055.47265625,144237223.0,RUS,1,9.550767111821791,18.786969884039504
2014,"Slopestyle, Men",gold,USA,USA,54973.4207515712,319257560.0,RUS,0,10.914605088344972,19.581508733097717
2014,"Halfpipe, Men",gold,SUI,CHE,88724.9909402638,8188649.0,RUS,0,11.393296875404394,15.918259484957348
2014,"Cross, Men",gold,FRA,FRA,43148.0459288416,66312067.0,RUS,0,10.672392409943663,18.009882444628186
2014,"Parallel Giant Slalom, Women",gold,SUI,CHE,88724.9909402638,8188649.0,RUS,0,11.393296875404394,15.918259484957348
2014,"Parallel Slalom, Women",gold,AUT,AUT,51314.9722616322,8546356.0,RUS,0,10.8457378455288,15.961015551233999
2014,"Slopestyle, Women",gold,USA,USA,54973.4207515712,319257560.0,RUS,0,10.914605088344972,19.581508733097717
2014,"Halfpipe, Women",gold,USA,USA,54973.4207515712,319257560.0,RUS,0,10.914605088344972,19.581508733097717
2014,"Cross, Women",gold,CZE,CZE,20038.4163180257,10525347.0,RUS,0,9.905406526029457,16.16929690611039
2014,"500 metres, Men",gold,NED,NLD,53457.2234864322,16865008.0,RUS,0,10.886637052063445,16.64075150083295
2014,"1,000 metres, Men",gold,NED,NLD,53457.2234864322,16865008.0,RUS,0,10.886637052063445,16.64075150083295
2014,"1,500 metres, Men",gold,POL,POL,14262.2841914116,38011735.0,RUS,0,9.565373862866483,17.453405485806353
2014,"5,000 metres, Men",gold,NED,NLD,53457.2234864322,16865008.0,RUS,0,10.886637052063445,16.64075150083295
2014,"10,000 metres, Men",gold,NED,NLD,53457.2234864322,16865008.0,RUS,0,10.886637052063445,16.64075150083295
2014,"Team Pursuit (8 laps), Men",gold,NED,NLD,53457.2234864322,16865008.0,RUS,0,10.886637052063445,16.64075150083295
2014,"500 metres, Women",gold,KOR,KOR,30667.0912467447,50746659.0,RUS,0,10.330945412269772,17.7423563412068
2014,"1,000 metres, Women",gold,CHN,CHN,7781.06597484974,1371860000.0,RUS,0,8.95944862254895,21.03943332022726
2014,"1,500 metres, Women",gold,NED,NLD,53457.2234864322,16865008.0,RUS,0,10.886637052063445,16.64075150083295
2014,"3,000 metres, Women",gold,NED,NLD,53457.2234864322,16865008.0,RUS,0,10.886637052063445,16.64075150083295
2014,"5,000 metres, Women",gold,CZE,CZE,20038.4163180257,10525347.0,RUS,0,9.905406526029457,16.16929690611039
2014,"Team Pursuit (6 laps), Women",gold,NED,NLD,53457.2234864322,16865008.0,RUS,0,10.886637052063445,16.64075150083295
2018,"Downhill, Men",gold,NOR,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Super G, Men",gold,AUT,AUT,51194.0749841299,8840521.0,KOR,0,10.843379081364967,15.994856369528714
2018,"Giant Slalom, Men",gold,AUT,AUT,51194.0749841299,8840521.0,KOR,0,10.843379081364967,15.994856369528714
2018,"Slalom, Men",gold,SWE,SWE,54018.4554391861,10175214.0,KOR,0,10.897081034549574,16.135465321012795
2018,"Combined, Men",gold,AUT,AUT,51194.0749841299,8840521.0,KOR,0,10.843379081364967,15.994856369528714
2018,"Downhill, Women",gold,ITA,ITA,34904.1081923834,60148658.0,KOR,0,10.460359814511666,17.912329689246626
2018,"Super G, Women",gold,CZE,CZE,23705.9329811299,10629928.0,KOR,0,10.07348063255074,16.17918397701203
2018,"Giant Slalom, Women",gold,USA,USA,62499.8744390068,328529577.0,KOR,0,11.042919826746584,19.610137428365576
2018,"Slalom, Women",gold,SWE,SWE,54018.4554391861,10175214.0,KOR,0,10.897081034549574,16.135465321012795
2018,"Combined, Women",gold,SUI,CHE,85217.3691512274,8514329.0,KOR,0,11.35296055531743,15.95726106685996
2018,"Team, Mixed",gold,SUI,CHE,85217.3691512274,8514329.0,KOR,0,11.35296055531743,15.95726106685996
2018,"Sprint, Men",gold,GER,DEU,48916.1686612154,82905782.0,KOR,0,10.797863268279754,18.233215364356088
2018,"Pursuit, Men",gold,FRA,FRA,41418.1766484844,67158348.0,KOR,0,10.631475112939684,18.022563791896093
2018,"Mass Start, Men",gold,FRA,FRA,41418.1766484844,67158348.0,KOR,0,10.631475112939684,18.022563791896093
2018,"Individual, Men",gold,NOR,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Relay, Men",gold,SWE,SWE,54018.4554391861,10175214.0,KOR,0,10.897081034549574,16.135465321012795
2018,"Sprint, Women",gold,GER,DEU,48916.1686612154,82905782.0,KOR,0,10.797863268279754,18.233215364356088
2018,"Pursuit, Women",gold,GER,DEU,48916.1686612154,82905782.0,KOR,0,10.797863268279754,18.233215364356088
2018,"Mass Start, Women",gold,SVK,SVK,19573.3717031314,5446771.0,KOR,0,9.881925334928212,15.510533513991314
2018,"Individual, Women",gold,SWE,SWE,54018.4554391861,10175214.0,KOR,0,10.897081034549574,16.135465321012795
2018,"Relay, Women",gold,BLR,BLR,6360.037502312,9438785.0,KOR,0,8.75778955290672,16.06033782221103
2018,"Relay, Mixed",gold,FRA,FRA,41418.1766484844,67158348.0,KOR,0,10.631475112939684,18.022563791896093
2018,"Four, Men",gold,GER,DEU,48916.1686612154,82905782.0,KOR,0,10.797863268279754,18.233215364356088
2018,"Two, Women",gold,GER,DEU,48916.1686612154,82905782.0,KOR,0,10.797863268279754,18.233215364356088
2018,"Sprint, Men",gold,NOR,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"15 kilometres, Men",gold,SUI,CHE,85217.3691512274,8514329.0,KOR,0,11.35296055531743,15.95726106685996
2018,"50 kilometres, Men",gold,FIN,FIN,49654.2497035329,5515525.0,KOR,0,10.812839259033648,15.523077401061927
2018,"Skiathlon, Men",gold,NOR,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Relay, Men",gold,NOR,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Team Sprint, Men",gold,NOR,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Sprint, Women",gold,SWE,SWE,54018.4554391861,10175214.0,KOR,0,10.897081034549574,16.135465321012795
2018,"10 kilometres, Women",gold,NOR,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"30 kilometres, Women",gold,NOR,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Skiathlon, Women",gold,SWE,SWE,54018.4554391861,10175214.0,KOR,0,10.897081034549574,16.135465321012795
2018,"Relay, Women",gold,NOR,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Team Sprint, Women",gold,USA,USA,62499.8744390068,328529577.0,KOR,0,11.042919826746584,19.610137428365576
2018,"Team, Men",gold,USA,USA,62499.8744390068,328529577.0,KOR,0,11.042919826746584,19.610137428365576
2018,"Team, Women",gold,SWE,SWE,54018.4554391861,10175214.0,KOR,0,10.897081034549574,16.135465321012795
2018,"Doubles, Mixed",gold,CAN,CAN,46539.1761570405,37072620.0,KOR,0,10.748049734874089,17.42838924972679
2018,"Singles, Men",gold,JPN,JPN,39751.1330982711,126811000.0,KOR,0,10.590393625293084,18.658208346993412
2018,"Singles, Women",gold,ROC,RUS,11211.8876953125,145398106.0,KOR,0,9.324729895762207,18.794986096844053
2018,"Pairs, Mixed",gold,GER,DEU,48916.1686612154,82905782.0,KOR,0,10.797863268279754,18.233215364356088
2018,"Ice Dance, Mixed",gold,CAN,CAN,46539.1761570405,37072620.0,KOR,0,10.748049734874089,17.42838924972679
2018,"Team, Mixed",gold,CAN,CAN,46539.1761570405,37072620.0,KOR,0,10.748049734874089,17.42838924972679
2018,"Moguls, Men",gold,CAN,CAN,46539.1761570405,37072620.0,KOR,0,10.748049734874089,17.42838924972679
2018,"Aerials, Men",gold,UKR,UKR,3059.0517578125,45208907.0,KOR,0,8.025860263854936,17.6268046829113
2018,"Ski Cross, Men",gold,CAN,CAN,46539.1761570405,37072620.0,KOR,0,10.748049734874089,17.42838924972679
2018,"Halfpipe, Men",gold,USA,USA,62499.8744390068,328529577.0,KOR,0,11.042919826746584,19.610137428365576
2018,"Slopestyle, Men",gold,NOR,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Moguls, Women",gold,FRA,FRA,41418.1766484844,67158348.0,KOR,0,10.631475112939684,18.022563791896093
2018,"Aerials, Women",gold,BLR,BLR,6360.037502312,9438785.0,KOR,0,8.75778955290672,16.06033782221103
2018,"Ski Cross, Women",gold,CAN,CAN,46539.1761570405,37072620.0,KOR,0,10.748049734874089,17.42838924972679
2018,"Halfpipe, Women",gold,CAN,CAN,46539.1761570405,37072620.0,KOR,0,10.748049734874089,17.42838924972679
2018,"Slopestyle, Women",gold,SUI,CHE,85217.3691512274,8514329.0,KOR,0,11.35296055531743,15.95726106685996
2018,"Ice Hockey, Men",gold,ROC,RUS,11211.8876953125,145398106.0,KOR,0,9.324729895762207,18.794986096844053
2018,"Ice Hockey, Women",gold,USA,USA,62499.8744390068,328529577.0,KOR,0,11.042919826746584,19.610137428365576
2018,"Singles, Men",gold,AUT,AUT,51194.0749841299,8840521.0,KOR,0,10.843379081364967,15.994856369528714
2018,"Doubles, Men",gold,GER,DEU,48916.1686612154,82905782.0,KOR,0,10.797863268279754,18.233215364356088
2018,"Singles, Women",gold,GER,DEU,48916.1686612154,82905782.0,KOR,0,10.797863268279754,18.233215364356088
2018,"Team Relay, Mixed",gold,GER,DEU,48916.1686612154,82905782.0,KOR,0,10.797863268279754,18.233215364356088
2018,"Team, Men",gold,GER,DEU,48916.1686612154,82905782.0,KOR,0,10.797863268279754,18.233215364356088
2018,"Individual, Men",gold,GER,DEU,48916.1686612154,82905782.0,KOR,0,10.797863268279754,18.233215364356088
2018,"Sprint, Men",gold,GER,DEU,48916.1686612154,82905782.0,KOR,0,10.797863268279754,18.233215364356088
2018,"500 metres, Men",gold,CHN,CHN,10085.6638148819,1402760000.0,KOR,0,9.21887027022332,21.061707561423983
2018,"1,000 metres, Men",gold,CAN,CAN,46539.1761570405,37072620.0,KOR,0,10.748049734874089,17.42838924972679
2018,"1,500 metres, Men",gold,KOR,KOR,35363.9508228687,51585058.0,KOR,1,10.473448241926059,17.75874261487384
2018,"Relay, Men",gold,HUN,HUN,16605.0570511887,9706964.0,KOR,0,9.717462569588667,16.088354124023635
2018,"500 metres, Women",gold,ITA,ITA,34904.1081923834,60148658.0,KOR,0,10.460359814511666,17.912329689246626
2018,"1,000 metres, Women",gold,NED,NLD,53955.0770024266,17231624.0,KOR,0,10.895907071956978,16.66225685827024
2018,"1,500 metres, Women",gold,KOR,KOR,35363.9508228687,51585058.0,KOR,1,10.473448241926059,17.75874261487384
2018,"Relay, Women",gold,KOR,KOR,35363.9508228687,51585058.0,KOR,1,10.473448241926059,17.75874261487384
2018,"Skeleton, Men",gold,KOR,KOR,35363.9508228687,51585058.0,KOR,1,10.473448241926059,17.75874261487384
2018,"Skeleton, Women",gold,GBR,GBR,43702.9976303165,66289000.0,KOR,0,10.685171974390524,18.009534528872233
2018,"Normal Hill, Individual, Men",gold,GER,DEU,48916.1686612154,82905782.0,KOR,0,10.797863268279754,18.233215364356088
2018,"Large Hill, Individual, Men",gold,POL,POL,15658.2120316794,37974750.0,KOR,0,9.658750788804161,17.452432023145967
2018,"Large Hill, Team, Men",gold,NOR,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Normal Hill, Individual, Women",gold,NOR,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"Parallel Giant Slalom, Men",gold,SUI,CHE,85217.3691512274,8514329.0,KOR,0,11.35296055531743,15.95726106685996
2018,"Slopestyle, Men",gold,USA,USA,62499.8744390068,328529577.0,KOR,0,11.042919826746584,19.610137428365576
2018,"Halfpipe, Men",gold,USA,USA,62499.8744390068,328529577.0,KOR,0,11.042919826746584,19.610137428365576
2018,"Cross, Men",gold,FRA,FRA,41418.1766484844,67158348.0,KOR,0,10.631475112939684,18.022563791896093
2018,"Big Air, Men",gold,CAN,CAN,46539.1761570405,37072620.0,KOR,0,10.748049734874089,17.42838924972679
2018,"Parallel Giant Slalom, Women",gold,CZE,CZE,23705.9329811299,10629928.0,KOR,0,10.07348063255074,16.17918397701203
2018,"Slopestyle, Women",gold,USA,USA,62499.8744390068,328529577.0,KOR,0,11.042919826746584,19.610137428365576
2018,"Halfpipe, Women",gold,USA,USA,62499.8744390068,328529577.0,KOR,0,11.042919826746584,19.610137428365576
2018,"Cross, Women",gold,ITA,ITA,34904.1081923834,60148658.0,KOR,0,10.460359814511666,17.912329689246626
2018,"Big Air, Women",gold,AUT,AUT,51194.0749841299,8840521.0,KOR,0,10.843379081364967,15.994856369528714
2018,"500 metres, Men",gold,NOR,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"1,000 metres, Men",gold,NED,NLD,53955.0770024266,17231624.0,KOR,0,10.895907071956978,16.66225685827024
2018,"1,500 metres, Men",gold,NED,NLD,53955.0770024266,17231624.0,KOR,0,10.895907071956978,16.66225685827024
2018,"5,000 metres, Men",gold,NED,NLD,53955.0770024266,17231624.0,KOR,0,10.895907071956978,16.66225685827024
2018,"10,000 metres, Men",gold,CAN,CAN,46539.1761570405,37072620.0,KOR,0,10.748049734874089,17.42838924972679
2018,"Mass Start, Men",gold,KOR,KOR,35363.9508228687,51585058.0,KOR,1,10.473448241926059,17.75874261487384
2018,"Team Pursuit (8 laps), Men",gold,NOR,NOR,82792.8427113304,5311916.0,KOR,0,11.324096895952724,15.485463156760364
2018,"500 metres, Women",gold,JPN,JPN,39751.1330982711,126811000.0,KOR,0,10.590393625293084,18.658208346993412
2018,"1,000 metres, Women",gold,NED,NLD,53955.0770024266,17231624.0,KOR,0,10.895907071956978,16.66225685827024
2018,"1,500 metres, Women",gold,NED,NLD,53955.0770024266,17231624.0,KOR,0,10.895907071956978,16.66225685827024
2018,"3,000 metres, Women",gold,NED,NLD,53955.0770024266,17231624.0,KOR,0,10.895907071956978,16.66225685827024
2018,"5,000 metres, Women",gold,NED,NLD,53955.0770024266,17231624.0,KOR,0,10.895907071956978,16.66225685827024
2018,"Mass Start, Women",gold,JPN,JPN,39751.1330982711,126811000.0,KOR,0,10.590393625293084,18.658208346993412
2018,"Team Pursuit (6 laps), Women",gold,JPN,JPN,39751.1330982711,126811000.0,KOR,0,10.590393625293084,18.658208346993412
2022,"Downhill, Men",gold,SUI,CHE,94394.5106803525,8777088.0,CHN,0,11.455238200870303,15.987655247728846
2022,"Super G, Men",gold,AUT,AUT,52336.7725223758,9041851.0,CHN,0,10.86545451049114,16.017374468045748
2022,"Giant Slalom, Men",gold,SUI,CHE,94394.5106803525,8777088.0,CHN,0,11.455238200870303,15.987655247728846
2022,"Slalom, Men",gold,FRA,FRA,40988.6396406579,68184457.0,CHN,0,10.62105022535698,18.037727193613996
2022,"Combined, Men",gold,AUT,AUT,52336.7725223758,9041851.0,CHN,0,10.86545451049114,16.017374468045748
2022,"Downhill, Women",gold,SUI,CHE,94394.5106803525,8777088.0,CHN,0,11.455238200870303,15.987655247728846
2022,"Super G, Women",gold,SUI,CHE,94394.5106803525,8777088.0,CHN,0,11.455238200870303,15.987655247728846
2022,"Giant Slalom, Women",gold,SWE,SWE,54836.8907235124,10486941.0,CHN,0,10.91211843483171,16.165641326787558
